;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;city_Екатеринбург;city_Москва;city_Новосибирск;city_Санкт-Петербург;city_Тюмень;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; SQL; JavaScript; C++; Python; MS SQL; Linux; C/C++; Java; C#;JavaScript;Другие навыки
82;47;Программист;2.0;3.0;НОР-ПЛАСТ;2019-11-19T16:30:21+0300;"Обязанности:  Поддержка информационной системы предприятия; Разработка новых модулей, стыковка с внешними программами; Поддержка пользователей продуктов;  Требования:  Хорошие аналитические навыки. Хорошие навыки работы со скриптовыми языками (JavaScript). Опыт работы с Web разработками желателен. Уверенный пользователь Linux. Опыт работы с SQL.     Условия: Работа в стабильной компании. Работа на производстве в г.Санкт-Петербург,Колпинский р-н,пос.Саперный, терр-я Мебельного комбината.Ближайшая станция м.Рыбацкое. график работы пн-пт (с 9.00-18.00). Корпоративный отдых.   "; Работа в стабильной компании. Работа на производстве в г.Санкт-Петербург,Колпинский р-н,пос.Саперный, терр-я Мебельного комбината.Ближайшая станция м.Рыбацкое. график работы пн-пт (с 9.00-18.00). Корпоративный отдых.   ;Хорошие аналитические навыки. Хорошие навыки работы со скриптовыми языками (JavaScript). Опыт работы с Web разработками желателен. Уверенный пользователь Linux. ;Поддержка информационной системы предприятия. Разработка новых модулей, стыковка с внешними программами. Поддержка пользователей продуктов.;"API; Linux; MQTT; PostgreSQL; Node.js; RabbitMQ; SOAP; JavaScript; SQL; PHP; Python; Ruby";421;0.037037037037037035;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
83;67;Программист FPGA;2.0;3.0;НПК ТИМ;2019-11-18T11:26:13+0300;Компания НПК ТИМ в связи с открытием нового проекта приглашает к сотрудничеству Программиста FPGA. Если Вы хотите работать в команде профессионалов и единомышленников, решать интересные и амбициозные задачи, мы будем рады видеть Вас в нашей команде! Обязанности:   Цифровая обработка сигналов и программирование на базе ПЛИС (FPGA)   Разработка алгоритмов первичной обработки: фильтрация, перенос спектра   Построение цифрового фазового детектора, дискретное преобразование Фурье   Кодеры и декодеры режимов.   Формирование запросной посылки импульсов и декодирование ответной (первичная и вторичная радиолокация)   Логика сопряжения с прочими микросхемами для обеспечения работы в связке с ПЛИС: SPI, I2C шина. Создание отладочных стендов:   Создание стендов проверки и отладки изделия целиком, включающие осциллографы, анализаторы спектра, генераторы и прочие средства, технологические изделия для проведения: частотного анализ, анализ кодеров и декодеров режимов, функционала в целом.   Присутствуют командировки по России для решения вопросов с Заказчиками   Работа в команде, помощь в работе инженерному составу, участие в формирование видения конечного результата проекта.   Требования:  Высшее техническое образование Опыт работы на аналогичных должностях более 7-ми лет Разработка изделий радиоэлектронной промышленности (Разработка СВЧ устройств) Знание цифровой схемотехники, умение формировать необходимые требования Знание основ радиолокации и радионавигации Знание и умение пользоваться современными приборами: Keysight, RohdeSchawrz Приветствуется опыт работы с продуктами National Instruments Пунктуальность, честность, желание развивать молодую компанию, умение соблюдать субординацию, уважительное отношение к коллегам, инициатива в самообразовании, научная деятельность.  Условия:  Конкурентоспособная заработная плата, два раза в месяц, без задержек (обсуждается на собеседовании) Предоставление и оплата отпусков и больничных в соответствии с законодательством Пятидневная рабочая неделя с 8.30-.17.30ч. восьмичасовой рабочий день, в пятницу с 8.30 до 16.30ч. Комфортное рабочее место в шаговой доступности от станций метро “Новочеркасская” (15 мин.), ул. Шаумяна Оформление по ТК РФ.  В резюме приветствуется портфолио и желательно пожелания по вознаграждению!;  Конкурентоспособная заработная плата, два раза в месяц, без задержек (обсуждается на собеседовании) Предоставление и оплата отпусков и больничных в соответствии с законодательством Пятидневная рабочая неделя с 8.30-.17.30ч. восьмичасовой рабочий день, в пятницу с 8.30 до 16.30ч. Комфортное рабочее место в шаговой доступности от станций метро “Новочеркасская” (15 мин.), ул. Шаумяна Оформление по ТК РФ.  В резюме приветствуется портфолио и желательно пожелания по вознаграждению!;Высшее техническое образование. Опыт работы на аналогичных должностях более 7-ми лет. Разработка изделий радиоэлектронной промышленности (Разработка СВЧ устройств). ;Цифровая обработка сигналов и программирование на базе ПЛИС (FPGA). Разработка алгоритмов первичной обработки: фильтрация, перенос спектра. Построение цифрового фазового детектора...;" SQL; JavaScript; C++; Python; MS SQL";426;0.07407407407407407;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
84;88;Программист С;2.0;3.0;QTECH;2019-11-19T14:33:04+0300;Программист С (аутсорс, фриланс)   Компания Qtech занимается разработкой и производством телекоммуникационного оборудования. Мы приглашаем программистов к сотрудничеству на проектной основе. Задачи: - Разработка ПО для абонентских устройств (домашние роутеры, plc и т.д.) - Разработка тестов к реализованному функционалу Ожидаем от Вас: - Отличное знание языка С - Хорошее знание Linux internals, опыт программирования под Linux - Опыт разработки и отладки сетевых приложений, знание сетей и принципов их работы    ;;Отличное знание языка С. - Хорошее знание Linux internals, опыт программирования под Linux. - Опыт разработки и отладки сетевых приложений, знание сетей...;Компания Qtech занимается разработкой и производством телекоммуникационного оборудования. - Разработка ПО для абонентских устройств (домашние роутеры, plc и т.д.). - ;" SQL; JavaScript; C++; Python; MS SQL";431;0.037037037037037035;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
85;96;Программист игровой логики;2.0;3.0;Aurora Games;2019-11-18T13:01:52+0300;"К нам в AURORA Games (партнерская студия Mail.Ru Games Ventures) разыскиваем Программиста игровой логики на мобильный проект в связи с масштабированием студии. Проект - мобильный 2D карточный “рогалик” с элементами RPG. Проект растет, студия увеличивается, нам нужны новые сильные специалисты!   Полная занятость, полный день   Чем предстоит заниматься:   Реализация и сопровождение задач игровой логики на LUA;   Программирование графических интерфейсов;   Интеграция звуков, текстур и анимаций;   Программирование визуальных эффектов и анимаций;   Тесное взаимодействие с другими отделами (художники, гейм-дизайнеры, тестировщики) при разработке обновлений.   Для этого пригодится:  Знание ООП, базовых алгоритмов и структур данных Опыт разработки коммерческих или собственных проектов  Знание или готовность изучить LUA;   Любовь к играм и желание развиваться в области игровой индустрии;   Высшее техническое образование;   Высокая обучаемость, желание осваивать новые технологии;   Ответственность, аккуратность и внимание к деталям, умение и желание работать в коллективе;   Будет плюсом:  Опыт работы в игровой индустрии; Опыт работы с GIT;  Опыт программирования на C++/C#;   Навык работы со скелетной 2D анимацией (Spine);   Мы предлагаем:   Гибкий график работы;   Официальное трудоустройство с первого рабочего дня (больничные, отпуска);   Полностью белая заработная плата, никаких конвертов;   Офис в самом центре города (м. Чернышевская);   Возможность профессионального и карьерного роста;   Чай, кофе, печеньки, фрукты, дружелюбная атмосфера и домашний уют.  ";"   Гибкий график работы;   Официальное трудоустройство с первого рабочего дня (больничные, отпуска);   Полностью белая заработная плата, никаких конвертов;   Офис в самом центре города (м. Чернышевская);   Возможность профессионального и карьерного роста;   Чай, кофе, печеньки, фрукты, дружелюбная атмосфера и домашний уют.  ";Знание ООП, базовых алгоритмов и структур данных. Опыт разработки коммерческих или собственных проектов. Знание или готовность изучить LUA. ;Реализация и сопровождение задач игровой логики на LUA. Программирование графических интерфейсов. Интеграция звуков, текстур и анимаций. Программирование визуальных эффектов и...;"Lua; Git; Game Programming; Разработка компьютерных Игр";432;0.07407407407407407;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
86;98;Программист;2.0;3.0;СПб Реновация;2019-11-18T11:23:21+0300;Для участия в проектах по разработке и внедрению системы Microsoft Dynamics CRM 2016 компания СПб Реновация приглашает на постоянную работу в команду ИТ-отдела Программиста! Функции:  Разработка нового и модернизация имеющегося функционала CRM системы (плагины, бизнес-процессы, javascript, кастомизации, администрирование). Сбор, анализ и формализация требований от бизнес-заказчиков. Оптимизация запросов, выгрузка данных по запросам. Разработка отчетов для SSRS сервера. Настройка панелей мониторинга. Создание представлений для пользователей.  Требования:  Опыт работы, готовность к повышению квалификации при решении рабочих задач. Доброжелательный настрой, желание и умение работать в коллективе.  Условия:  Официальное оформление в штат, белая з\п, стабильные выплаты. 5ка с 9 до 18ч, отпуск 28 дней, медобслуживание, корп. связь. Современный, комфортный офис в центре города, кухня, плюшки:) Доброжелательная, профессиональная команда ИТ-дирекции. Размер вознаграждения обсуждается с кандидатом. ;  Официальное оформление в штат, белая з\п, стабильные выплаты. 5ка с 9 до 18ч, отпуск 28 дней, медобслуживание, корп. связь. Современный, комфортный офис в центре города, кухня, плюшки:) Доброжелательная, профессиональная команда ИТ-дирекции. Размер вознаграждения обсуждается с кандидатом. ;Опыт работы, готовность к повышению квалификации при решении рабочих задач. Доброжелательный настрой, желание и умение работать в коллективе.;Разработка нового и модернизация имеющегося функционала CRM системы (плагины, бизнес-процессы, javascript, кастомизации, администрирование). Сбор, анализ и формализация требований от...;"MS Dynamics CRM; CRM";433;0.07407407407407407;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
87;25;Программист-разработчик;1.0;2.0;РУ-ОПТ;2019-11-18T12:38:01+0300;"Компания RUOPT– мы IT- площадка интернет-торговли в формате В2В, миссия которой — облегчить жизнь любому бизнесу. Поставщикам даем все инструменты для продвижения, приводим клиентов, формируем подробную и понятную статистику. Покупателям помогаем выбирать лучшие предложение. Мы не только используем типовые решения, мы так же придумываем и внедряем новые. Для нас главное — желание быстро и качественно решать задачи и улучшать продукт и любить то, что делаешь. Задачи:  принять участие в доработке архитектуры платформы и приложений для нее; написание автотестов, исправление багов, участие в ревью кода; взаимодействие с разработчиками, дизайнерами и другими командами.  От тебя ожидаем:  знание PHP на уровне Middle (опыт работы от 3 лет); работа с CMS CS-Cart. Необходимы хотя бы начальные знания. Понимание структуры и принципов работы; опыт работы с шаблонизатором Smarty; знание MySQL, умение строить сложные запросы, отлаживать их и находить наиболее быстрые решения; опыт совместной работы с другими разработчиками в рамках одного проекта, с использованием Git; умение верстать простые страницы; знания работы и настройки Nginx + PHP-fpm; умение разбираться в чужом коде, писать свой код чистым, не изобретать велосипед, тестировать код, вносить изменения напрямую в работающую систему.  Что мы предлагаем:  возможность поучаствовать в создании собственного продукта; мы работаем в офисе в центре города (ул. Малышева); тёплая атмосфера в команде — мы заботимся друг о друге, поэтому ты будешь чувствовать себя максимально комфортно; обеспечим необходимыми ресурсами, чтобы вы смогли быстро адаптироваться и выработать свой уникальный подход; каждый из нас увлечен работой, но мы умеем хорошо отдыхать: отмечаем дни рождения коллег и другие праздники. ";;Опыт совместной работы с другими <highlighttext>разработчиками</highlighttext> в рамках одного проекта, с использованием Git. Умение верстать простые страницы. Знания работы и...;...платформы и приложений для нее. Написание автотестов, исправление багов, участие в ревью кода. Взаимодействие с <highlighttext>разработчиками</highlighttext>, дизайнерами и другими командами.;"Git; MySQL; Аналитическое мышление; Статистика; Adobe CS";435;0.07407407407407407;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
88;35;Программист С;1.0;2.0;QTECH;2019-11-18T07:57:06+0300;Программист С (аутсорс, фриланс)   Компания Qtech занимается разработкой и производством телекоммуникационного оборудования. Мы приглашаем программистов к сотрудничеству на проектной основе. Задачи: - Разработка ПО для абонентских устройств (домашние роутеры, plc и т.д.) - Разработка тестов к реализованному функционалу Ожидаем от Вас: - Отличное знание языка С - Хорошее знание Linux internals, опыт программирования под Linux - Опыт разработки и отладки сетевых приложений, знание сетей и принципов их работы    ;;Отличное знание языка С. - Хорошее знание Linux internals, опыт программирования под Linux. - Опыт разработки и отладки сетевых приложений, знание сетей...;Компания Qtech занимается разработкой и производством телекоммуникационного оборудования. - Разработка ПО для абонентских устройств (домашние роутеры, plc и т.д.). - ;" SQL; JavaScript; C++; Python; MS SQL";438;0.07407407407407407;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
89;40;Software Developer (Разработчик програмного обеспечения);1.0;2.0;Тьюбоскан;2019-11-19T11:25:20+0300;We are looking for Software Developers to join our existing international team!   Компания LIN SCAN более 20-ти лет занимается предоставлением сервисных услуг по внутритрубной диагностике и организации очистных мероприятий с использованием высокотехнологичного оборудования для компаний нефте-газового комплекса (как на Российском, так и на международном рынках). Мы являемся Компанией- производителем, имеем собственные производства и представительства в России и за ее пределами. Головной офис Компании расположен в ОАЭ.   Software Developer with the experience in Finance domain  ERP Application with the experience : 4 years of exp in .Net technologies Description : - Experienced in Finance domain and ERP Applications. - Design, implement and maintain .Net application within all phases of the Software Development Life Cycle (SDLC) - Develop, test, implement and maintain application software working with established processes - Communicate effectively with other engineers and other stake holders - Establish, refine and integrate development and test environment tools and software as needed - Identify opportunities to fine-tune and optimize applications of .Net developed projects - Ability to work in a fast-paced team environment - Develops innovative approaches. - Sought out as expert. - Providing integration and deployment strategy. - Strong knowledge design principles, patterns, and best practices - Ability to understand business requirements and translate them into technical requirements - Proficient in C#.Net - Solid understanding of the Software development life cycle Skills : C#, ASP.Net, Web API, LINQ, SQL Server, JavaScript, jQuery, AngularJS, Bootstrap, HTML, CSS Education : Bachelor of Engineering / Master of Computer Application or any equivalent degree. Functional Area : IT Software - Application Programming , Maintenance  ;;Ability to work in a fast-paced team environment. - <highlighttext>Develops</highlighttext> innovative approaches. - Sought out as expert. - Providing integration and deployment...;Design, implement and maintain .Net application within all phases of the Software <highlighttext>Development</highlighttext> Life Cycle (SDLC). - <highlighttext>Develop</highlighttext>, test, implement and...;"JavaScript; AngularJS; ASP.NET; jQuery; CSS; HTML; C#";440;0.037037037037037035;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
90;42;Unity-разработчик;1.0;2.0;JetStyle;2019-11-20T15:04:37+0300;"У нас много интересных проектов в жанрах AR и VR, поэтому мы ищем в свою команду еще одного unity-разработчика. Можно junior, а можно middle.   Требования:  знание С#, желание прокачиваться как в сторону программирования, так и в сторону работы с 3D. Но уклон в программирование нужнее, опыт оптимизации кода и графики под мобильные платформы, умение интегрировать контент в Unity, понимание специфики платформы, навыки работы с динамическим и запеченным освещением в Unity 5 и выше, понимание Enlighten и Progressive.    Если ты умеешь в 3D анимацию персонажей, а также Animation-компоненты, знаешь, что делать с Timeline и умеешь писать шейдеры – здорово, не умеешь – научим.   Будет круто, если есть:  опыт создания эффектов, знание Unity Particle System; навыки создания оптимизированных шейдеров, базовое владение ShaderLab, знание ASE.    Задачи:  визуализация данных, AR-проекты, VR-проекты.    Условия:  много интересных задач и работу в профессиональной команде, уровень заработной платы обсуждается по результатам собеседования, официальное трудоустройство, офис в центре города — БЦ Высоцкий и отличный вид с 29 этажа, всякие плюшки))) ";  много интересных задач и работу в профессиональной команде, уровень заработной платы обсуждается по результатам собеседования, официальное трудоустройство, офис в центре города — БЦ Высоцкий и отличный вид с 29 этажа, всякие плюшки))) ;Знание С#. Желание прокачиваться как в сторону программирования, так и в сторону работы с 3D. Но уклон в программирование...;Визуализация данных. AR-проекты. VR-проекты.;" SQL; JavaScript; C++; Python; MS SQL";441;0.0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
91;62;Разработчик ETL;1.0;2.0;СКБ-Банк;2019-11-19T12:30:06+0300;Рады видеть в кандидате:  Высшее образование. Опыт работы с большими объемами данных от 2х лет. Желателен опыт работы с Informatica PowerCenter.  Что предстоит делать:  Реализовывать и поддерживать ETL-процессы наполнения DWH (Informatica 9.5, Oracle). Внедрять средства CDC. Контролировать качество данных в ХД.  Мы предлагаем:  Работу в банке федерального масштаба (офисы во всех регионах России). Официальное трудоустройство согласно ТК РФ. Уровень дохода зависит от ваших навыков и технических знаний. Социальный пакет. Профессиональное обучение, возможность повышения квалификации. Карьерный рост. Возможность участвовать в развитии, предлагать идеи и технологии. Услуги СКБ-банка на льготных условиях. Интересную корпоративную жизнь. Офис в центре города ;  Работу в банке федерального масштаба (офисы во всех регионах России). Официальное трудоустройство согласно ТК РФ. Уровень дохода зависит от ваших навыков и технических знаний. Социальный пакет. Профессиональное обучение, возможность повышения квалификации. Карьерный рост. Возможность участвовать в развитии, предлагать идеи и технологии. Услуги СКБ-банка на льготных условиях. Интересную корпоративную жизнь. Офис в центре города ;Высшее образование. Опыт работы с большими объемами данных от 2х лет. Желателен опыт работы с Informatica PowerCenter.;Реализовывать и поддерживать ETL-процессы наполнения DWH (Informatica 9.5, Oracle). Внедрять средства CDC. Контролировать качество данных в ХД.;" SQL; JavaScript; C++; Python; MS SQL";453;0.037037037037037035;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
92;67;Программист-разработчик;1.0;2.0;УДПО Международный институт технических инноваций;2019-11-15T08:57:46+0300;«Международный институт технических инноваций» (УДПО МИТИ ) создан в 2005 году и на сегодняшний день является одним из лидеров по предоставлению обучающих программ для промышленных предприятий России и ближнего зарубежья. Наши слушатели - инженерно-технический персонал, рабочие специалисты промышленных предприятий: машиностроительных, горнообогатительных, металлургических, и т.д. (с подробной информацией о работе УДПО МИТИ вы можете ознакомиться на сайте iiti.ru). Обязанности: У нас есть самописная CMS на PHP. Помимо самоорганизованности и ответственности от вас требуется:  Разработка нового и поддержание текущего функционала сайта Интеграции с различными сервисами Правка верстки шаблонов Участие в проектировании прототипов и интерфейсов Контроль качества реализованных решений Оценка объемов и сроков поставленных задач  Требования:  Высокий уровень ответственности Уверенное знание PHP, HTML, CSS, JS, MySQL Опыт адаптивой и кроссбраузерной верстки Умение работать с чужим кодом Уверенное владение git или аналогами Быть на связи каждый день  Условия:  Удаленная работа - не нужно быть привязанным к месту Гибкий график - не нужно отрабатывать 40 часов в неделю. Надо выполнять поставленные задачи. Именно за них вы будете получать зарплату. Уровень вознаграждения складывается от объема и сложности выполненных задач ;  Удаленная работа - не нужно быть привязанным к месту Гибкий график - не нужно отрабатывать 40 часов в неделю. Надо выполнять поставленные задачи. Именно за них вы будете получать зарплату. Уровень вознаграждения складывается от объема и сложности выполненных задач ;Высокий уровень ответственности. Уверенное знание PHP, HTML, CSS, JS, MySQL. Опыт адаптивой и кроссбраузерной верстки. Умение работать с чужим кодом. ;Разработка нового и поддержание текущего функционала сайта. Интеграции с различными сервисами. Правка верстки шаблонов. Участие в проектировании прототипов и интерфейсов. ;" SQL; JavaScript; C++; Python; MS SQL";456;0.18518518518518517;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
93;80;Программист-разработчик;1.0;2.0;Круст;2019-11-20T17:22:17+0300;"ООО КРУСТ - федеральная компания, занимающая лидирующие позиции в области разработки и производства технических средств в России с 2001 года. Производим продукцию на собственном производстве, а также закупаем некоторые товары за рубежом и являемся эксклюзивными дистрибьюторами на территории РФ. Выполняем комплексные поставки оборудования для лиц ОВЗ в государственные учреждения, которые подчиняются министерствам (спорта, культуры, здравоохранения, образования, социальной политики и т.д.). А также поставляем оборудование на территории РФ по программам: Доступная среда и Инклюзивное образование. Работаем с юридическими лицами, которые занимаются строительством и оборудованием зданий общественного значения (ТЦ, БЦ и т.п). подробнее: dostupsreda.ru С 2001 года у нас наработана большая база постоянных клиентов и стабильно появляются новые! В связи с этим компания «Круст» постоянно развивается и растет! Приглашает на работу РазработчикаУважаемые кандидаты, рассмотрение соискателей по данной вакансии происходит только по предварительным резюме! Условия:  Работа в стабильной производственной компании; Официальное трудоустройство в соответствии с ТК РФ; Оплата больничных, отпускных по ТК РФ; Стабильные выплаты 2 раза/мес. на карту без задержек, заработная плата полностью «белая». Уровень заработной платы обсуждается с каждым кандидатом индивидуально (в зависимости от уровня подготовки и опыта); График работы с понедельника по пятницу, с 09:30 до 18:30; Офис - ул. Луначарского, 221.  Обязанности: Разработка алгоритмов и ПО для встраиваемых систем на базе Arduino, stm8, stm32. Разработка и сопровождение приложений на OS Android и OS Windows. Изучение Datasheet электронных компонентов. Поддержка устройств и баг фиксинг. Требования: Высшее образование. Опыт работы в данной должности от 1 года. Уверенное знание OS Android, OS Windows, C, C++. мотрение соискателей по данной вакансии происходит только по предварительным резюме!";"  Работа в стабильной производственной компании; Официальное трудоустройство в соответствии с ТК РФ; Оплата больничных, отпускных по ТК РФ; Стабильные выплаты 2 раза/мес. на карту без задержек, заработная плата полностью «белая». Уровень заработной платы обсуждается с каждым кандидатом индивидуально (в зависимости от уровня подготовки и опыта); График работы с понедельника по пятницу, с 09:30 до 18:30; Офис - ул. Луначарского, 221.  Обязанности: Разработка алгоритмов и ПО для встраиваемых систем на базе Arduino, stm8, stm32. Разработка и сопровождение приложений на OS Android и OS Windows. Изучение Datasheet электронных компонентов. Поддержка устройств и баг фиксинг. Требования: Высшее образование. Опыт работы в данной должности от 1 года. Уверенное знание OS Android, OS Windows, C, C++. мотрение соискателей по данной вакансии происходит только по предварительным резюме!";А также поставляем оборудование на территории РФ по программам: Доступная среда и Инклюзивное образование. Работаем с юридическими лицами, которые занимаются...;Производим продукцию на собственном производстве, а также закупаем некоторые товары за рубежом и являемся эксклюзивными дистрибьюторами на территории РФ. ;"C++; Android; 1С программирование";461;0.0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
94;85;Ведущий разработчик Microsoft Dynamics AX (D365);1.0;2.0;Парфюмерный супермаркет Золотое Яблоко;2019-11-18T11:13:46+0300;"Задачи, которые предстоит решать:  Программирование модификаций на основании функциональных дизайнов (бизнес-требований) Первичное тестирование программного кода модификаций Подготовка технической документации Исправление ошибок (доработка) программного кода после тестирования Решение различных технических вопросов Оценка времени на реализацию программных модификаций (экспертная) Подготовка архитектурных дизайнов модификаций  Требования к специалисту:  Опыт работы с MS Dynamics AX (Axapta) в качестве разработчика от 2х лет Высшее техническое образование Языки программирования: X++, C или С# или C++; СУБД: MS SQL Server Высокий уровень самоорганизации Английский: чтение тех. литературы Умение работать в команде  Условия:  Трудоустройство согласно ТК РФ Полный соцпакет в соответствии с ТК РФ Пятидневная рабочая неделя, гибкое начало дня Компенсация обедов за счет компании Офис в центре города Чай, кофе, фрукты в неограниченном количестве!   ";  Трудоустройство согласно ТК РФ Полный соцпакет в соответствии с ТК РФ Пятидневная рабочая неделя, гибкое начало дня Компенсация обедов за счет компании Офис в центре города Чай, кофе, фрукты в неограниченном количестве!   ;Опыт работы с MS Dynamics AX (Axapta) в качестве <highlighttext>разработчика</highlighttext> от 2х лет. Высшее техническое образование. Языки программирования: X++...;Программирование модификаций на основании функциональных дизайнов (бизнес-требований). Первичное тестирование программного кода модификаций. Подготовка технической документации. Исправление ошибок (доработка) программного...;"C++; C/C++; Microsoft Dynamics AX; MS Axapta; AXAPTA; Тестирование; MS SQL";464;0.07407407407407407;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
95;11;Инженер-программист микроконтроллеров;2.0;2.0;Вега-Абсолют;2019-11-20T04:56:02+0300;"Российский производитель высококачественного электронного оборудования ООО «Вега-Абсолют», специализирующийся на разработке и производстве систем безопасности, мониторинга транспорта, телеметрии, видеомониторинга, навигации приглашает в команду Инженера-программиста микроконтроллеров Обязанности: - Разработка программного обеспечения для широкого спектра оборудования на базе микроконтроллеров с ARM архитектурой (в основном STM32);- Подготовка технического описания на разработанное программное обеспечение;- Сопровождение и поддержка разработанного программного обеспечения.Требования:- Знание C/C++;- Опыт разработки программного обеспечения под микроконтроллеры STM32;- Опыт работы с интерфейсами UART, SPI, USB, таймерами, прерываниями;- Базовые знания аналоговой и цифровой схемотехники.Будет плюсом:- Опыт работы с модулями GSM , GPS/ГЛОНАСС;- Опыт работы с цифровыми датчиками температуры, акселерометрами, гироскопами и т.п.;- Опыт работы с радиомодулями 433 МГц, 2.4 ГГц, Bluetooth;- Опыт разработки программного обеспечения верхнего уровня для ПК для работы с устройствами по интерфейсам COM, USB.   Мы предлагаем:  Комфортный офис, оснащенное рабочее место Обсуждаемый уровень заработной платы Официальное трудоустройство ДМС ";  Комфортный офис, оснащенное рабочее место Обсуждаемый уровень заработной платы Официальное трудоустройство ДМС ;Знание C/C++. - Опыт разработки программного обеспечения под микроконтроллеры STM32. - Опыт работы с интерфейсами UART, SPI, USB, таймерами, прерываниями. - ;Разработка программного обеспечения для широкого спектра оборудования на базе микроконтроллеров с ARM архитектурой (в основном STM32). - Подготовка технического описания...;" SQL; JavaScript; C++; Python; MS SQL";472;0.0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
