;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом; 1С: Бухгалтерия; 1C: Бухгалтерия; 1С: Управление Производственным Предприятием; 1С: Управление Торговлей; 1С: Торговля;1С: Управление Торговлей;1С: Предприятие 8; Обновление конфигурации 1С;1С: Зарплата и управление персоналом; 1С-Битрикс; XML; Обучение и развитие; Консультирование; 1С: Управление персоналом; HTML;Другие навыки
67;93;Программист-консультант 1С;3.0;3.0;Афанасьев Алексей Владимирович;2019-12-10T17:34:21+0300;Добрый день! Ищем программиста-консультанта по продуктам 1С Нашими клиентами являются торговые и производственные компании от 10 до 100 человек. Наиболее частые конфигурации, с которыми мы сталкиваемся - УТ11, БП3.0, ЗУП3, КА2. Часто стоят задачи выполнить переход с устаревшей программы на новую. В рамках таких задач мы проводим обследование для понимания как есть и как должно быть, консультируем клиентов по выбору оптимальной архитектуры, помогаем с переходом и адаптацией, выполняем доработки, проводим обучение, оказываем техническую поддержку. Ищем специалиста 1С, который может определить потребность клиента, настроить типовые конфигурации 1С или выполнить доработку и передать выполненные работы в эксплуатацию заказчику. Обязанности: 1. Принимать входящие запросы от клиентов Формулировать задачу со слов клиента Составлять техническое задание на доработку Оценивать выполнение работ над задачей в часах и днях Выполнять задачу (доработка, настройка, консультация) Составлять инструкцию по завершению работы и фиксировать результат в BITRIX Тестировать выполненную работу Сдавать задачу клиенту 2. Выполнять задачи в согласованный срок 3. Решать с клиентом организационно-технические вопросы, возникающие по мере работы над задачей (доступы и т.д.) Требования: 1. Знать функционал типовых конфигураций 1С:8 (УТ, УПП, КА, БП, ЗУП) 2. Нужен опыт работы программистом или программистом-консультантом 1С от 3-х лет 3. Надо уметь превращать требования клиента в задачу на разработку 4. Уметь находить с клиентом общий язык 5. Выдерживать согласованные сроки Условия: 1. Заработная плата от 60 до 150 тыс на руки в зависимости от типа занятости и квалификации 2. Возможна как полная, так и частичная занятость (от 80ч в месяц), работа в офисе в г.Реутов 3. График работы с 9.00 или 10.00 до 18.00 или 19.00 (обсуждается на собеседовании) 4. Возможность частично удалённой работы (после прохождения испытательного срока - 3 месяца); 1. Заработная плата от 60 до 150 тыс на руки в зависимости от типа занятости и квалификации 2. Возможна как полная, так и частичная занятость (от 80ч в месяц), работа в офисе в г.Реутов 3. График работы с 9.00 или 10.00 до 18.00 или 19.00 (обсуждается на собеседовании) 4. Возможность частично удалённой работы (после прохождения испытательного срока - 3 месяца);2. Нужен опыт работы <highlighttext>программистом</highlighttext> или <highlighttext>программистом</highlighttext>-консультантом 1С от 3-х лет. 4. Уметь находить с клиентом общий...;Нашими клиентами являются торговые и производственные компании от 10 до 100 человек. Наиболее частые конфигурации, с которыми мы сталкиваемся - УТ...;"1С: Управление Торговлей; 1С программирование; 1С: Управление Производственным Предприятием; 1С: Зарплата и управление персоналом; 1С: Комплексная автоматизация";293;0.16666666666666666;1C;1;0;0;1;0;1;0;0;1;0;0;0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
68;94;Программист 1C;8.0;4.0;Sony Centre;2019-12-06T14:29:51+0300;Обязанности:  Поддержка существующих конфигураций УТ 10.3, БП 3, ЗУП 3.1 (нет РИБ, подключение по RDP или тонкому клиенту) Перевод в ближайшей перспективе УТ 10.3 на КА2  Требования:  Знание платформы и предметных областей управленческого и бухгалтерского учета, расчета зарплаты, бюджетирования, розничной и оптовой торговли Наличие успешных проектов по переходу с УТ 10.3 на УТ 11 / КА 2 Опыт работы от 3 лет  Условия:  График работы 5/2 Работу по трудовому договору в соответствии с трудовым законодательством РФ.  Если всё изложенное выше Вам интересно, то мы ждём Вашим откликов!  ;  График работы 5/2 Работу по трудовому договору в соответствии с трудовым законодательством РФ.  Если всё изложенное выше Вам интересно, то мы ждём Вашим откликов!  ;Знание платформы и предметных областей управленческого и бухгалтерского учета, расчета зарплаты, бюджетирования, розничной и оптовой торговли. Наличие успешных проектов по...;Поддержка существующих конфигураций УТ 10.3, БП 3, ЗУП 3.1 (нет РИБ, подключение по RDP или тонкому клиенту). ;"1С: Управление Торговлей; 1С: Торговля; 1С: Зарплата и управление персоналом; 1С: Бухгалтерия; 1С: Документооборот";294;1.0;1C;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
69;1;Старший программист 1С;4.0;5.0;Ойл Ресурс Групп;2019-12-10T17:43:03+0300;"Нужен разработчик 1С по доработке автоматизированной платформы по покупке/продаже нефтепродуктов. О компании: Компания занимается оптово-розничной торговлей нефтепродуктов, зерном по России. Компания основана в 2014 году, за 5 лет вышла на оборот в 15 миллиардов рублей в год. Основной задачей компании является снижение издержек за счет автоматизации всех бизнес-процессов. Основным проектом сейчас является разработка автоматизированной платформы по покупке/продаже нефтепродуктов, зерна, аналогов которой на рынке нет. Обязанности:  Работа с конфигурацией 1С Управление Оптовой Торговлей (Платформа 8.3 в режиме совместимости); Разработка и внедрение решений по автоматизации бизнес-процессов компании; Разработка отчетов, обработок; Оформление необходимой технической документации.  Требования:  Знание основ бухгалтерского учета; Опыт уверенного программирования на платформе 1С 8.2, 8.3; Опыт работы с управляемыми формами; Опыт работы с хранилищем конфигураций 1С; Знание принципов обмена данными между 1С и другими системами посредством COM-соединения, XML; Умение писать правила обмена; Опыт ведения собственных разработок в программе 1С обязателен. Мы ищем активных, энергичных программистов с желанием работать, учиться, осваивать новые знания на практике.  Условия:  Достойная стабильная заработная плата по результатам собеседования; Работа в офисе 5/2 с 09:00 до 18:00 г. Москва, ул. Смоленская-Сенная площадь; Работа в составе ИТ отдела под руководством технического директора/аналитика;  Ключевые навыки:  Уверенное программирование на языке 1С; Наличие практического опыта разработки в 1С, автоматизации бизнес-процессов на базе продуктов 1С; Знание встроенного языка, языка запросов, конвертации данных, языка SQL. ";Опыт ведения собственных разработок в программе 1С обязателен. Мы ищем активных, энергичных <highlighttext>программистов</highlighttext> с желанием работать, учиться, осваивать новые...;Нужен <highlighttext>разработчик</highlighttext> 1С по доработке автоматизированной платформы по покупке/продаже нефтепродуктов. Работа с конфигурацией 1С Управление Оптовой Торговлей...;"1С: Управление Торговлей; 1С: Предприятие 8; 1С: Комплексная автоматизация; 1C: Бухгалтерия; 1С: Торговля; 1С: Торговля и склад; MySQL; 1С программирование; 1С: Зарплата и управление персоналом; 1С: Управление Производственным Предприятием; 1С: Документооборот; MS SQL Server; 1С: Бухгалтерия";"  Достойная стабильная заработная плата по результатам собеседования; Работа в офисе 5/2 с 09:00 до 18:00 г. Москва, ул. Смоленская-Сенная площадь; Работа в составе ИТ отдела под руководством технического директора/аналитика;  Ключевые навыки:  Уверенное программирование на языке 1С; Наличие практического опыта разработки в 1С, автоматизации бизнес-процессов на базе продуктов 1С; Знание встроенного языка, языка запросов, конвертации данных, языка SQL. ";301;0.16666666666666666;1C;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
70;4;Программист 1С;4.0;2.0;ДАКСЕР;2019-12-09T16:33:00+0300;"ООО «ДАКСЕР», российское подразделение логистического концерна DACHSER (www.dachser.com) приглашает на работу ПРОГРАММИСТА 1С Перед сотрудником стоят следующие задачи:  Программирование и доработка конфигурации 1С 8 Бухгалтерия 2.0, 3.0 Зарплата и управление персоналом 3.1 Программирование и доработка конфигурации 1С 8 Управление производственным предприятием Разработка и постановка технического задания; выполнение работ по техническому заданию Программирование и доработка печатных форм Автоматизация импорта данных в 1С из Excel, написание отчетов и обработок Автоматизации переноса данных между базами Адаптация систем под текущие бизнес- процессы Помощь бухгалтерии при формировании налоговой отчетности Помощь пользователям (написание инструкций и пояснительных записок)  Портрет успешного кандидата:  Образование высшее Знание типовых конфигураций 1С 8 Бухгалтерия 2.0, 3.0, Зарплата и управление персоналом 3.1, Управление производственным предприятием Знание объектов конфигурации и встроенного языка, знание основ бухгалтерского учета Резервное копирование, восстановление баз Аккуратность и внимательность в работе Организованность, многозадачность Опыт работы в аналогичной должности от 3-х лет Опыт в проектировании интегрированных систем на основе продуктов 1С в соответствии со спецификой компании Знание иностранного языка (английский) - желательно  Успешным кандидатам компания предлагает:  Оформление при полном соблюдении ТК РФ Бонусная схема Медицинское страхование Оплата 50% карты в фитнес клуб Офис недалеко от станции метро Сокольники (возможно работать в офисе на современном складе А класса недалеко от от г. Лобня) ";Образование высшее. Знание типовых конфигураций 1С 8 Бухгалтерия 2.0, 3.0, Зарплата и управление персоналом 3.1, Управление...;Программирование и доработка конфигурации 1С 8 Бухгалтерия 2.0, 3.0. Зарплата и управление персоналом 3.1. ;;"1С программирование; 1С: Предприятие 8; 1С программирование; 1С: Документооборот; 1С: Зарплата и управление персоналом";304;0.5;1C;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
71;7;Программист 1С;6.0;4.0;НПЦ Прогтехника;2019-12-11T17:00:21+0300;Обязанности:  Участие в крупных проектах внедрения программных продуктов 1С Анализ бизнес-процессов Заказчика, участие в разработке технических заданий и проектирование архитектуры решений Разработка новых подсистем и адаптация существующих механизмов на платформе 1С    Требования:  Высшее образование (желательно профильное (ИТ-технологии)) Опыт работы в сфере программирования на платформе 1С более 3-х лет Наличие сертификатов 1С:Специалист по платформе или иному программному продукту 1С Знание и опыт внедрения программных продуктов 1С для государственных учреждений Опыт работы с управляемыми формами и разработки компонентов для фреш-технологии, разработки веб-сервисов, создания интеграционных механизмов взаимодействия со сторонними программными продуктами    ​​​​​​​Условия:  Оформление согласно ТК РФ График работы: 5/2, с 9-30 до 18-00 Начальный уровень заработной платы 120 000 тыс. руб. (дальнейший рост обсуждается) Внутреннее и внешнее обучение Карьерный рост и профессиональное развитие в коллективе профессионалов  ​​​​​​​ ​​​​​​​;Высшее образование (желательно профильное (ИТ-технологии)). Опыт работы в сфере программирования на платформе 1С более 3-х лет. ;Участие в крупных проектах внедрения программных продуктов 1С. Анализ бизнес-процессов Заказчика, участие в разработке технических заданий и проектирование...;;  Оформление согласно ТК РФ График работы: 5/2, с 9-30 до 18-00 Начальный уровень заработной платы 120 000 тыс. руб. (дальнейший рост обсуждается) Внутреннее и внешнее обучение Карьерный рост и профессиональное развитие в коллективе профессионалов  ​​​​​​​ ​​​​​​​;307;0.0;1C;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
72;10;Программист 1C;5.0;3.0;Сантим-Столица;2019-12-11T17:13:57+0300;Обязанности:  Доработка конфигураций 1С 7, 8.2, 8.3 по ТЗ Разработка внешних обработок, отчетов, печатных форм Обновление типовых/ нетиповых конфигураций Устранение ошибок возникающих в процессе работы  Требования: Практический опыт в переносе не типовой базы данных из 1С7.7 в 1С8.3 Опыт работы с 1С:КА + CRM  Знание бухгалтерского учета, особенностей складской логистики и производственного учета, БП2 или БП3 Построение отчетов в СКД Опыт работы с такими конфигурациями как УТ, ЗУП 3.0, УПП Настройка обмена с 1C-Битрикс  Условия:  Полная занятость 5/2, с 9 до 18 офис рядом с м. Новые Черемушки   Заработная плата обговаривается индивидуально с успешным кандидатом Бесплатный чай, кофе ;Знание бухгалтерского учета, особенностей складской логистики и производственного учета, БП2 или БП3. Построение отчетов в СКД. ;Доработка конфигураций 1С 7, 8.2, 8.3 по ТЗ. Разработка внешних обработок, отчетов, печатных форм. Обновление типовых/ нетиповых...;"1С: Зарплата и управление персоналом; 1С программирование; 1С: Предприятие 8; 1С: Управление Производственным Предприятием; 1С: Управление Торговлей";  Полная занятость 5/2, с 9 до 18 офис рядом с м. Новые Черемушки   Заработная плата обговаривается индивидуально с успешным кандидатом Бесплатный чай, кофе ;310;0.0;1C;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
73;14;Инженер-программист 1С 8;5.0;3.0;MANGO OFFICE;2019-12-10T18:47:27+0300;Обязанности:   Разработка и внедрение функционала на платформе 1С:Предприятие 8   Взаимодействие с внутренними заказчиками при постановке задач, формализаций требований, выработке решения  Интеграция систем 1С с другими приложениями, разработка механизмов обмена данных Оперативное исправление выявленных в процессе работы ошибок кода Обновление измененных типовых конфигураций 1С Сопровождение, тех. поддержка и администрирование систем 1С  Требования:  Опыт разработки 1С от 3 лет Желательное знание двух конфигураций из БП, ЗУП, ДО, УТ Умение вести проект от сбора требований до внедрения функционала Опыт интеграции 1С с другими системами Умение видеть задачу как со стороны разработки, так и со стороны бизнеса Инициативность (внесение конструктивных предложений по усовершенствованию работы программы и автоматизированных процессов) Умение работать в команде Ответственность  Условия:  Работа в дружной и сплоченной команде профессионалов Возможность профессионального роста Гибкое начало рабочего дня Сложные и интересные задачи Оформление строго по ТК РФ Конкурентный уровень заработной платы (белая) ДМС после испытательного срока Оплата корпоративной мобильной связи Комфортный, современный офис с зонами отдыха и кофе 5 минут от ст. м. «Калужская». ;Опыт разработки 1С от 3 лет. Желательное знание двух конфигураций из БП, ЗУП, ДО, УТ. Умение вести проект от...;Разработка и внедрение функционала на платформе 1С:Предприятие 8. Взаимодействие с внутренними заказчиками при постановке задач, формализаций требований, выработке...;"1С программирование; 1С: Документооборот; 1С: Управление Торговлей; 1С: Зарплата и управление персоналом; 1С: Предприятие 8";  Работа в дружной и сплоченной команде профессионалов Возможность профессионального роста Гибкое начало рабочего дня Сложные и интересные задачи Оформление строго по ТК РФ Конкурентный уровень заработной платы (белая) ДМС после испытательного срока Оплата корпоративной мобильной связи Комфортный, современный офис с зонами отдыха и кофе 5 минут от ст. м. «Калужская». ;314;0.16666666666666666;1C;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
74;17;Программист 1С:8;7.0;4.0;Очкарик, Сеть салонов оптики;2019-12-12T12:56:56+0300;"Требования: - высшее/высшее незаконченное образование (техническое/математическое/экономическое); - экспертное владение одной из предметной областей: заработная плата, бухгалтерский учёт, производство, складской учет, интеграция (web-сервисы, http-сервисы, XML, конвертация данных, COM); - понимание архитектуры и методологии учета в одной из типовых конфигураций (1С ЗУП, 1С УТ, 1С УХ, 1С ERP, 1С БП, 1С КА, 1С УПП); - сертификат 1С-специалист – как огромный плюс; - сертификат 1С-профессионал – как дополнительное преимущество; - опыт работы на платформе 1С:8.2/1С 8.3 от 4 лет в должности программиста/аналитика/архитектора/ведущего программиста 1С. Обязанности: - анализ бизнес-требований ключевых пользователей; - выработка оптимального пути решения поставленной задачи; - изменение (доработка) функционала; - тестирование и оценка эффективности своего и чужого кода при создании новых и модификации существующих объектов системы; - оценка, приемка работ, исполненных аутсорсинговой компанией; - разработка сопроводительной документации; - оперативное разрешение инцидентов. Условия: - оформление по ТК РФ (официальная з/п строго 2 раза в месяц на карту банка, оплачиваемый больничный лист и отпуск); - комфортный офис в шаговой доступности от м. Ленинский проспект с собственной бесплатной парковкой; - гибкий рабочий график в рамках 8-часового рабочего дня в промежутке времени 7.00-9.00 - 16.00-18.00; - дополнительные материальные выплаты (пособия при рождении ребенка, вступлении в брак, на юбилеи, за выслугу лет); - обучение за счет компании; - отсутствие жёсткого дресс-кода.  ";...1С:8.2/1С 8.3 от 4 лет в должности <highlighttext>программиста</highlighttext>/аналитика/архитектора/ведущего <highlighttext>программиста</highlighttext> 1С.;анализ бизнес-требований ключевых пользователей. - выработка оптимального пути решения поставленной задачи. - изменение (доработка) функционала. - тестирование и оценка эффективности своего и...;;" - оформление по ТК РФ (официальная з/п строго 2 раза в месяц на карту банка, оплачиваемый больничный лист и отпуск); - комфортный офис в шаговой доступности от м. Ленинский проспект с собственной бесплатной парковкой; - гибкий рабочий график в рамках 8-часового рабочего дня в промежутке времени 7.00-9.00 - 16.00-18.00; - дополнительные материальные выплаты (пособия при рождении ребенка, вступлении в брак, на юбилеи, за выслугу лет); - обучение за счет компании; - отсутствие жёсткого дресс-кода.  ";317;0.0;1C;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
75;25;Программист - разработчик 1С;7.0;3.0;Регстаэр;2019-12-06T15:24:55+0300;Уважаемые соискатели, мы ищем штатного программиста 1С с обязательным опытом работы в аналогичных должностях именно в розничной торговле! Обязанности: Доработка и обновление типовых и нетиповых конфигураций 1С УТ, ЗУП, БП, Итилиум, пр. Сопровождение программных комплексов компании и обменов между БД (ШТРИХ-М, Пилот, пр.) Настройка и помощь пользователям в построении отчетов, сдаче регламентной и управленческой отчетности Взаимодействие с подразделениями по подготовке алкогольной, таможенной отчетности Помощь в закрытии периодов и перепроведении торговых, бухгалтерских баз Участие в проектах автоматизации торговых и учётных процессов компании Требования: Образование – высшее Опыт разработки различных конфигураций 1С– от 5-ти лет, преимущественно УТ Знание SQL на уровне аналитика БД и написания запросов Глубокое понимание учетных и бизнес- процессов торговой компании с собственной розничной сетью продаж Знание кассовых программных комплексов (ШТРИХ-М, как преимущество) Условия: Место работы: офис в Москва-Сити, Башня ОКО (40 этаж) График: 9-18 (возможны переработки) Заработная плата от 150 000 рублей. (обсуждаем на собеседовании);Уважаемые соискатели, мы ищем штатного <highlighttext>программиста</highlighttext> 1С с обязательным опытом работы в аналогичных должностях именно в розничной торговле! ;Доработка и обновление типовых и нетиповых конфигураций 1С УТ, ЗУП, БП, Итилиум, пр. Сопровождение программных комплексов компании и обменов...;"1С: Управление Торговлей; 1С: Зарплата и управление персоналом; MS SQL; SQL; 1С: Бухгалтерия"; Место работы: офис в Москва-Сити, Башня ОКО (40 этаж) График: 9-18 (возможны переработки) Заработная плата от 150 000 рублей. (обсуждаем на собеседовании);325;1.0;1C;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
76;45;Старший программист 1С;4.0;5.0;Ойл Ресурс Групп;2019-12-10T10:39:05+0300;"Нужен разработчик 1С по доработке автоматизированной платформы по покупке/продаже нефтепродуктов. О компании: Компания занимается оптово-розничной торговлей нефтепродуктов, зерном по России. Компания основана в 2014 году, за 5 лет вышла на оборот в 15 миллиардов рублей в год. Основной задачей компании является снижение издержек за счет автоматизации всех бизнес-процессов. Основным проектом сейчас является разработка автоматизированной платформы по покупке/продаже нефтепродуктов, зерна, аналогов которой на рынке нет. Обязанности:  Работа с конфигурацией 1С Управление Оптовой Торговлей (Платформа 8.3 в режиме совместимости); Разработка и внедрение решений по автоматизации бизнес-процессов компании; Разработка отчетов, обработок; Оформление необходимой технической документации.  Требования:  Знание основ бухгалтерского учета; Опыт уверенного программирования на платформе 1С 8.2, 8.3; Опыт работы с управляемыми формами; Опыт работы с хранилищем конфигураций 1С; Знание принципов обмена данными между 1С и другими системами посредством COM-соединения, XML; Умение писать правила обмена; Опыт ведения собственных разработок в программе 1С обязателен. Мы ищем активных, энергичных программистов с желанием работать, учиться, осваивать новые знания на практике.  Условия:  Достойная стабильная заработная плата по результатам собеседования; Работа в офисе 5/2 с 09:00 до 18:00 г. Москва, ул. Смоленская-Сенная площадь; Работа в составе ИТ отдела под руководством технического директора/аналитика;  Ключевые навыки:  Уверенное программирование на языке 1С; Наличие практического опыта разработки в 1С, автоматизации бизнес-процессов на базе продуктов 1С; Знание встроенного языка, языка запросов, конвертации данных, языка SQL. ";Опыт ведения собственных разработок в программе 1С обязателен. Мы ищем активных, энергичных <highlighttext>программистов</highlighttext> с желанием работать, учиться, осваивать новые...;Нужен <highlighttext>разработчик</highlighttext> 1С по доработке автоматизированной платформы по покупке/продаже нефтепродуктов. Работа с конфигурацией 1С Управление Оптовой Торговлей...;"1С: Управление Торговлей; 1С: Предприятие 8; 1С: Комплексная автоматизация; 1C: Бухгалтерия; 1С: Торговля; 1С: Торговля и склад; MySQL; 1С программирование; 1С: Зарплата и управление персоналом; 1С: Управление Производственным Предприятием; 1С: Документооборот; MS SQL Server; 1С: Бухгалтерия";"  Достойная стабильная заработная плата по результатам собеседования; Работа в офисе 5/2 с 09:00 до 18:00 г. Москва, ул. Смоленская-Сенная площадь; Работа в составе ИТ отдела под руководством технического директора/аналитика;  Ключевые навыки:  Уверенное программирование на языке 1С; Наличие практического опыта разработки в 1С, автоматизации бизнес-процессов на базе продуктов 1С; Знание встроенного языка, языка запросов, конвертации данных, языка SQL. ";345;0.3333333333333333;1C;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
77;46;Программист 1С;5.0;1.0;Флюид-Лайн;2019-12-10T13:37:26+0300;"Обязанности: -Программирование‚ разработка в среде 1С:8.3-Участие в работах по тестированию, внедрению новых технологий и сервисов.- Написание новых отчетов, обработок, печатных форм, документов и т.п. Требования: • Базовые знания и навыки программирования в системе «1С:Предприятие»• Опыт программирования в 1C 8.3 будет преимуществом;• Готовность обучаться, ответственность, дисциплинированность, внимательность. Условия: • Оформление по ТК• Стабильные своевременные выплаты заработной платы• Полностью белая заработная плата• График работы: 5/2 с 9.00 до 17.30";Базовые знания и навыки программирования в системе «1С:Предприятие». Опыт программирования в 1C 8.3 будет преимуществом. ;Программирование‚ разработка в среде 1С:8.3. -Участие в работах по тестированию, внедрению новых технологий и сервисов. - ;1С программирование; • Оформление по ТК• Стабильные своевременные выплаты заработной платы• Полностью белая заработная плата• График работы: 5/2 с 9.00 до 17.30;346;0.3333333333333333;1C;1;1;0;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
78;47;Программист 1С;5.0;3.0;ПРОДИМЕКС;2019-12-12T12:42:01+0300;"  Обязанности:  Разработка, составление и реализация ТЗ (могут передаваться для реализации другим программистам), под задачи Компании, на платформе 1С:Предприятие 8.3 (обычные и управляемые формы), в существующих конфигурациях. Составление пользовательских инструкций. Поддержка и обучение пользователей в части своих разработок.  Условия:  Оформление в соответствии с ТК РФ; Соц. пакет: бесплатные обеды в офисе, оплата моб.связи, частичная оплата ДМС и фитнеса; Бесплатный корпоративный транспорт от ст. м. Строгино или м. Щукинская, ст.Павшино ";;"Разработка, составление и реализация ТЗ (могут передаваться для реализации другим <highlighttext>программистам</highlighttext>), под задачи Компании, на платформе &quot;1С:Предприятие 8...";;"  Оформление в соответствии с ТК РФ; Соц. пакет: бесплатные обеды в офисе, оплата моб.связи, частичная оплата ДМС и фитнеса; Бесплатный корпоративный транспорт от ст. м. Строгино или м. Щукинская, ст.Павшино ";347;0.0;1C;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
79;54;Старший программист 1С ERP;6.0;3.0;Планета Мириталь;2019-12-10T16:22:56+0300;"Обязанности:  Непосредственное участие и сопровождение внедрения 1С: ERP и 1С: Документооборот со стороны заказчика; Ведение документооборота по внедрению этих систем и в дальнейшем их сопровождение; Создание внешних отчётов и обработок для программных продуктов 1С; Поддержка существующих механизмов обмена между ERP и другими системами; Автоматизация учетных систем компании (кадровый, бухгалтерский, складской) Поддержка пользователей;  Требования:  Знание интерфейса и функционала 1С: ERP, 1С: УПП, 1С: Документооборот; Знание предметных областей – учет производства, принципы бухгалтерского учета и расчета зарплаты, управленческого учета; Опыт участия во внедрении проектов; Опыт работы с 1С от 3 лет, опыт работы с ERP от 1 года; Коммуникабельность.  Условия:  Оформление в соответствии с ТК РФ; График работы 5/2, с 9.00-18.00, метро Парк культуры. Испытательный срок 3 мес.; Зарплата от 120 000 рублей и обсуждается с успешным кандидатом индивидуально. ";Знание интерфейса и функционала 1С: ERP, 1С: УПП, 1С: Документооборот. Знание предметных областей – учет производства, принципы бухгалтерского...;Непосредственное участие и сопровождение внедрения 1С: ERP и 1С: Документооборот со стороны заказчика. Ведение документооборота по внедрению этих...;"1С: Управление предприятием; ERP-системы на базе 1С; Работа в команде";"  Оформление в соответствии с ТК РФ; График работы 5/2, с 9.00-18.00, метро Парк культуры. Испытательный срок 3 мес.; Зарплата от 120 000 рублей и обсуждается с успешным кандидатом индивидуально. ";354;0.3333333333333333;1C;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
