;Index;name;min_salary;max_salary;company;published_at;description;conditions;requirement;responsibility;key_skills;id;days;group;city_Москва;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; Git; ООП; C#; C/C++; C++; PostgreSQL;MS SQL; JavaScript; SQL; Transact-SQL; Linux; Разработка ПО; HTML; MS SQL Server;C#; Python; Assembler; Xilinx;Python;Схемотехника электронного оборудования;Другие навыки
37;61;Разработчик систем компьютерного зрения (Senior Computer Vision software engineer);5.0;3.0;Профцентр СПЕЦИАЛИСТ;2019-12-12T13:58:16+0300;"Ищем специалиста для разработки и адаптации алгоритмов компьютерного зрения Обязанности: • Разработка и адаптация современных deep learning методов обучения для обнаружения / классификации / трекинга объектов, распознавания лиц, понимания сцены и приложений распознавания активности.• Разрабатка и обучение моделей компьютерного зрения на основе нейронных сетей для детекции лиц, глаз и тд.• Прототипирования решения, проведение экспериментов и интерпретация результатов• Организация процесса разработки и подготовки для внедрения полученных моделей в приложения• Быть в курсе последних исследований в области Computer Vision• Написание кода на Payton и C++ Требования: • Знание современных технологий машинного обучения;• Знание современных нейросетевых концепций для распознавания изображений и видео (CNN, LeNet, VGG, ResNET и т.п.);• Опыт работы с современными фреймворками для работы с нейронными сетями (хотя бы с одним из перечисленных: keras/tensorflow/theano/pytorch и т.п.);• Опыт работы по распознаванию изображений и детектированию объектов (хотя бы с одним из перечисленных либо подобных: Fast/Faster R-CNN, Mask R-CNN, RetinaNet, SSD, YOLO и т.п.);• Умение работать в команде и делиться опытом• Опыт работы с библиотекой OpenCV, DLIB (обработка изображения, поиск контуров, работа с видео потоком, сшивание панорам);• Опыт построения и обучения глубоких свёрточных нейросетей, знакомство с популярными архитектурами для детекции, сегментации и классификации объектов.• Хорошие знания ОС Linux• Уверенный английский язык Условия: Высокий уровень заработной платы (обсуждаем с успешным кандидатом)​​​​​​​ Все гарантии по ТК РФ Офис в районе м. Войковская"; Высокий уровень заработной платы (обсуждаем с успешным кандидатом)​​​​​​​ Все гарантии по ТК РФ Офис в районе м. Войковская;Разрабатка и обучение моделей компьютерного зрения на основе нейронных сетей для детекции лиц, глаз и тд. Быть в курсе последних...;Разработка и адаптация современных deep learning методов обучения для обнаружения / классификации / трекинга объектов, распознавания лиц, понимания сцены и приложений распознавания...;"Английский язык; MATLAB; Pascal; Statistica";261;0.0;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
38;63;Программист-стажер;5.0;3.0;Авиком Бизнес Технологии;2019-12-09T07:52:44+0300;Компания АВИКОМ, лидер российского рынка автоматизации компаний сферы профессиональных услуг, разработчик системы ProjectMate, приглашает на работу «программиста-стажера».   Требования:  профильное незаконченное высшее образование (4-й курс и старше)  понимание принципов ООП и парадигмы MVVM   базовые знания .NET (C#, WPF/WinForms)   базовые знания T-SQL, MS SQLServer     Пожелания:  приветствуются знания ASP.NET WEB API, JavaScript, HTML, CSS, а так же Angular будет здорово, если вы знаете и разделяете ценности Agile / XP / TDD если не знаете, но хотите узнать – это тоже неплохо, важно что бы в этом направлении вы бы делали реальные шаги    Задачи этапа стажировки:  влиться в команду разработки разобраться в продукте, используемых технологиях и начать делать полезные штуки для наших клиентов наметить план последующей работы и развития    Условия:  офис в центре Москвы рядом с метро Павелецкая возможен неполный рабочий день (не менее 30 часов в неделю) при относительно свободном графике оплачиваемая стажировка 3 месяца, после успешной стажировки – трудоустройство в штат компании ;  офис в центре Москвы рядом с метро Павелецкая возможен неполный рабочий день (не менее 30 часов в неделю) при относительно свободном графике оплачиваемая стажировка 3 месяца, после успешной стажировки – трудоустройство в штат компании ;Профильное незаконченное высшее образование (4-й курс и старше). Понимание принципов ООП и парадигмы MVVM. Базовые знания .NET (C#, WPF...;Влиться в команду разработки. Разобраться в продукте, используемых технологиях и начать делать полезные штуки для наших клиентов. Наметить план последующей...;" Git; ООП; C#; C/C++; C++";263;0.5;Другие разработчики;1;1;0;0;0;1;0;0;0;0;0;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
39;75;Программист игровой логики и физики;5.0;3.0;Gaijin Entertainment;2019-12-12T14:11:18+0300;"Gaijin Entertainment - это более 200 профессионалов игровой индустрии, занимающихся разработкой проектов на различных платформах: PC/PS4/ Xbox One/Mac/Linux/iOS и Android. В портфолио команды более 30 игр, завоевавших множество наград. В своих проектах компания использует самые современные решения и технологии. Мы ищем в нашу команду программиста игровой логики и физики. Что Вам предстоит: - Программирование серверной и игровой логики;- Рефакторинг и оптимизация существующего кода. У нашего кандидата есть: - Опыт работы с физическими движками Bullet/PhysX;- Знание C/C++;- Опыт программирования серверной и игровой логики, рефакторинга и оптимизации существующего кода;- Хорошее знание алгоритмов, методов оптимизации;- Опыт участия в разработке клиент-серверных приложений;- Хорошая алгоритмическая база, владение 3D математикой (вектора, матрицы, кватернионы). Наше предложение финалисту: - работа в компании, сделавшей самую популярную в мире российскую игру;- задачи — нетривиальные с использованием инновационных, перспективных технологий, что обеспечивает нашим решениям привлекательность и актуальность в быстро изменяющихся условиях IT-рынка;- команда, которая выпустила launch title под консоль нового поколения — неординарные личности и специалисты своего дела;- условия — конкурентная заработная плата, гибкий график работы, комфортный офис рядом с метро Свиблово (1 минута от метро — БЦ «Снежная »), возможность подземной парковки;- питание — готовые бесплатные обеды в офисе; две кухни, где всегда есть чай/кофе и печеньки;- здоровье — свежевыжатые соки, фрукты, массажные кресла, душевые в офисе;- развитие — собственная библиотека в офисе, участие в конференциях и семинарах.";;Опыт работы с физическими движками Bullet/PhysX. - Знание C/C++. - Опыт программирования серверной и игровой логики, рефакторинга и оптимизации существующего...;Программирование серверной и игровой логики. - Рефакторинг и оптимизация существующего кода.;"Bullet; PhysX; C/C++";275;0.0;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
40;84;Программист (Unity - мобильные приложения);5.0;3.0;Appvise;2019-12-10T16:03:52+0300;Обязанности: Ищем специалиста для разработки клиентской части мобильных приложений, который: Требования:  имеет опыт кроссплатформенной коммерческой разработки на Unity3D под Android и iOS знает C# на высоком уровне знает основные алгоритмы и структуры данных уверенно владеет ООП понимает принципы клиент-серверной архитектуры   знает SQL и особенности работы с базами данных имеет опыт интегрирования плагинов в Unity под Android и iOS (Firebase, Facebook, Appmetrica и т.д.) имеет опыт написание плагинов в Unity под Android SDK и iOS Cocoa Touch   Разработка клиентской части мобильных приложений  Дополнительными плюсами будет:  опыт работы со средствами совместной разработки: системы контроля версий, системы баг-трекинга опыт работы с атласами текстур опыт оптимизации под мобильные устройства (по памяти и процессору, знание что такое батчинг )  Что нужно будет делать:  разработка логики новых фичей верстка интерфейсов для новых фичей реализация клиент серверного взаимодействия интеграция сторонних плагинов и написание своих  Условия:  Удаленная работа (полный рабочий день) Трудоустройство по ТК (белая ЗП, отпуск и пр.) ;  Удаленная работа (полный рабочий день) Трудоустройство по ТК (белая ЗП, отпуск и пр.) ;Имеет опыт кроссплатформенной коммерческой разработки на Unity3D под Android и iOS. Знает C# на высоком уровне. ;Разработка логики новых фичей. Верстка интерфейсов для новых фичей. Реализация клиент серверного взаимодействия. Интеграция сторонних плагинов и написание своих.;"Unity; C#; Android; Работа с базами данных; Android SDK";284;0.3333333333333333;Другие разработчики;1;0;1;0;0;0;0;1;1;0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
41;87;Инженер-разработчик (программист микроконтроллеров);5.0;3.0;Парус электро;2019-12-12T09:27:43+0300;"Компания Парус Электро - проектировщик и производитель систем бесперебойного питания. Отечественный лидер в области разработки и производства источников бесперебойного питания. География нашего присутствия - от Калининграда до Владивостока! Мы обеспечиваем вашу стабильность и работаем над вашим будущим!   Ключевые навыки:  Знание силовой схемотехники (силовые ключи, DC-DC преобразователи) Знание основных интерфейсов (UART, SPI, I2C, CAN) Знание схемотехники сетевых источников питания (AC-DC) Знание принципов и реализации цифровой обработки сигналов Знание цифровых интерфейсов: i2c, SPI, RS232, RS485, CAN, 1-wire, ethernet, основ протоколов TCP/IP Знание современной элементной базы, 8/32/64 разрядных микроконтроллеров и микропроцессоров Опыт завершенных разработок, сопровождения изделий в производстве; Опыт работы с микропроцессорами и отладкой Опыт настройки и сопровождения изготовления электронной аппаратуры в серийном производстве Знание ЕСКД.  Условия:  Работу в стабильной компании с прозрачной системой выплат в сплоченной команде единомышленников; Полное соблюдение ТК РФ (официальная (белая) заработная плата, отпуск 28 дней; Расширенную программу страхования, включающую ДМС и страхование жизни; Развитую корпоративную культуру, открытое общение, регулярную обратную связь; Корпоративные мероприятия, График работы с 9.00. до 18.00., в пятницу сокращённый рабочий день до 17.00.(возможно свободное посещение); Квартальные премии в размере 100% от оклада; ";"  Работу в стабильной компании с прозрачной системой выплат в сплоченной команде единомышленников; Полное соблюдение ТК РФ (официальная (белая) заработная плата, отпуск 28 дней; Расширенную программу страхования, включающую ДМС и страхование жизни; Развитую корпоративную культуру, открытое общение, регулярную обратную связь; Корпоративные мероприятия, График работы с 9.00. до 18.00., в пятницу сокращённый рабочий день до 17.00.(возможно свободное посещение); Квартальные премии в размере 100% от оклада; ";Ключевые навыки: Знание силовой схемотехники (силовые ключи, DC-DC преобразователи). Знание основных интерфейсов (UART, SPI, I2C, CAN). ;"Компания &quot;Парус Электро&quot; - проектировщик и производитель систем бесперебойного питания. Отечественный лидер в области разработки и производства источников бесперебойного питания. ";" Git; ООП; C#; C/C++; C++";287;0.0;Другие разработчики;1;0;0;1;0;0;1;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;95;Стажер - программист (VBA);5.0;0.0;RENAULT;2019-12-09T09:25:30+0300;"Добрый день! Мы - российское подразделение французской компании Renault. Renault Россия это не просто компания, это - команда, объединённая общими ценностями. Мы всегда рады новым лицам и готовы помогать тебе развиваться с нами и становиться лучше. Если и ты готов стать частью Renault, то Welcome! В твои обязанности будет входить:   Работа с документацией: сортировка по заданным алгоритмам, проверка, подборка, учет поступления, поиск, регистрация;  Работа в Excel с базами данных - создание и программирование макросов; Участие в аудитах, в организационных собраниях в качестве ассистента; Разовые поручения руководителя, организационные вопросы.  Мы ждём тебя в команде, если ты:  Владение программными продуктами MS Office, Excel на продвинутом уровне ( VBA, макросы). Студент 3-4 курса (бакалавриат), 1-2 курса (магистратура). Аккуратность, внимательность, стрессоустойчивость, умение обращаться с любой конфиденциальной информацией при оказании услуг обязательны Знание английского и/или французского приветствуется Необходима возможность оказывать услуги ежедневно около 25 часов в неделю (график работы компании пн-пт с 09:00 до 18:00) Необходима готовность оказывать услуги длительный срок: долгосрочная стажировка (12 месяцев)    Мы предлагаем:  Возможность удалённой работы, Мы расположены в 10-минутной близости от метро Текстильщики, Возможность получить бесценный опыт в начале карьеры, Корпоративный транспорт (в определенные часы), Ознакомление с деятельностью крупной европейской компании, Возможность совмещения стажировки и учебы (гибкий график), Долгосрочная стажировка с перспективой дальнейшего роста, Оформление и оплата: по договору гражданско-правового характера (ГПХ), оплата по факту оказанных услуг, Возможность приобретения дополнительных знаний и умений в процессе выполнения рабочих обязанностей, Возможность ознакомления с различными аспектами работы компании во время выполнения рабочих обязанностей , Предоставляются: возможность питания в столовых компании по льготным тарифам, Возможность прохождения внутреннего обучения, Возможность получения знаний по своей специализации в процессе выполнения обязанностей, Возможность оформления производственной практики для ВУЗа и получения рекомендаций (при качественном выполнении обязанностей) . ";  Возможность удалённой работы, Мы расположены в 10-минутной близости от метро Текстильщики, Возможность получить бесценный опыт в начале карьеры, Корпоративный транспорт (в определенные часы), Ознакомление с деятельностью крупной европейской компании, Возможность совмещения стажировки и учебы (гибкий график), Долгосрочная стажировка с перспективой дальнейшего роста, Оформление и оплата: по договору гражданско-правового характера (ГПХ), оплата по факту оказанных услуг, Возможность приобретения дополнительных знаний и умений в процессе выполнения рабочих обязанностей, Возможность ознакомления с различными аспектами работы компании во время выполнения рабочих обязанностей , Предоставляются: возможность питания в столовых компании по льготным тарифам, Возможность прохождения внутреннего обучения, Возможность получения знаний по своей специализации в процессе выполнения обязанностей, Возможность оформления производственной практики для ВУЗа и получения рекомендаций (при качественном выполнении обязанностей) . ;Владение программными продуктами MS Office, Excel на продвинутом уровне ( VBA, макросы). Студент 3-4 курса (бакалавриат), 1-2 курса (магистратура). ;Работа с документацией: сортировка по заданным алгоритмам, проверка, подборка, учет поступления, поиск, регистрация. Работа в Excel с базами данных - создание...;" Git; ООП; C#; C/C++; C++";295;0.5;Другие разработчики;1;1;0;0;0;1;0;0;0;0;1;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
43;12;JS (Angular) разработчик;5.0;5.0;Spice Agency;2019-12-12T11:22:23+0300;"Международная IT- компания, вендор по разработке софта для банков и кредитных организаций ищет в свою команду JS (Angular) разработчика. Задачи:  Разработка коммерческого SPA-приложения и его компонентов; Написание кода; Написание юнит-тестов и функциональных тестов.  Ожидания от Вас:  Опыт работы с JavaScript;  Знание HTML5 , CSS3, Bootstrap.   Знание Git или svn.   Условия:  Оформление по ТК; Офис м. Шаболовская; График 5/2, гибкое начало дня; ДМС. ";Опыт работы с JavaScript. Знание HTML5 , CSS3, Bootstrap. Знание Git или svn.;Разработка коммерческого SPA-приложения и его компонентов. Написание кода. Написание юнит-тестов и функциональных тестов.;;"  Оформление по ТК; Офис м. Шаболовская; График 5/2, гибкое начало дня; ДМС. ";312;0.0;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
44;22;Инженер-программист PLC;5.0;3.0;ANCOR Industry;2019-12-09T11:24:36+0300;"Обязанности:  Разработка алгоритмов и программ PLC SCADA для складского оборудования: сортеры, конвейеры, радио-шатлы; Конфигурирование приводной техники; Тестирование оборудования; Участие в пусконаладочных работах на объектах; Подготовка документации: руководство пользователя, описание ПО и др..  Требования:  Высшее техническое образование по специальности промышленная электроника, информационные технологии; Опыт работы инженером-программистом АСУ ТП от 3-х лет; Знание контроллеров Siemens Simatic S7-300/400, 1200/1500; Знание электротехники, принципов построения АСУ ТП в сфере складской логистики будет являться дополнительным преимуществом.  Условия:  Оформление по ТК РФ; ДМС по окончании испытательного срока; График работы: 5\2 с 9.00 до 18.00. ";Высшее техническое образование по специальности промышленная электроника, информационные технологии. Опыт работы инженером-<highlighttext>программистом</highlighttext> АСУ ТП от 3-х лет. ;Разработка алгоритмов и программ PLC SCADA для складского оборудования: сортеры, конвейеры, радио-шатлы. Конфигурирование приводной техники. Тестирование оборудования. ;;"  Оформление по ТК РФ; ДМС по окончании испытательного срока; График работы: 5\2 с 9.00 до 18.00. ";322;0.5;Другие разработчики;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
45;35;Программист-разработчик Sugar CRM;5.0;3.0;Centaursoftware;2019-12-12T09:24:55+0300;Требования:  проектирование и разработка системы с использованием Sugar CRM Прошлый опыт разработки подобных систем Английский на уровне понимания чтения профессиональной литературы ;Прошлый опыт разработки подобных систем. Английский на уровне понимания чтения профессиональной литературы.;Проектирование и разработка системы с использованием Sugar CRM.;Прошлый опыт разработки  систем типа Sugar CRM;" Git; ООП; C#; C/C++; C++";335;0.0;Другие разработчики;1;0;1;0;0;0;0;1;0;0;0;1;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
46;53;Инженер-программист АСУ ТП;2.0;2.0;ПЛАЗАРИУМ;2019-12-09T23:49:50+0300;Обязанности:  Разработка диспетчерских систем на базе SCADA-пакета, разработка САУ для тач-панелей Kinco и аналогичных, программирование на Visual Basic и С++. Разработка технической документации по ГОСТам и нормативной документации. Создание шаблонов различных систем и объектов.   Основные обязанности: сопровождение существующих программ разработка новых программ тестирование и отладка ПО техподдержка заказчиков выезды на пусконаладку  Требования:   Знание языка запросов SQL, конфигурирование MS SQL Server, OPC-серверов.  Общее представление об автоматике и телемеханике, контроллерном оборудовании, протоколах Modbus, OPC, DNP, MDLC, SNMP, NTP, интерфейсах RS-485, RS-232, RS-422. Знание продуктов компании WAGO, Siemens, ОВЕН, SMC пневматик и аналогичных. Самостоятельное изучение всех версий ПО. Умение читать конструкторскую и проектную документацию. Английский язык технический  Условия:   Испытательный срок 3 месяца, остальные условия по результату собеседования. Полный рабочий день  ;Знание языка запросов SQL, конфигурирование MS SQL Server, OPC-серверов. Общее представление об автоматике и телемеханике, контроллерном оборудовании, протоколах Modbus...;Разработка диспетчерских систем на базе SCADA-пакета, разработка САУ для тач-панелей Kinco и аналогичных, программирование на Visual Basic и...;"MS SQL Server; MS SQL; MS Visual Studio; SQL; C++; Visual Basic; MS Visual Basic; Visual C++; SCADA; CODESYS; Microsoft Visual Studio; АСУ ТП";   Испытательный срок 3 месяца, остальные условия по результату собеседования. Полный рабочий день  ;353;0.3333333333333333;Другие разработчики;1;0;0;1;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
47;79;Инженер-программист;2.0;3.0;АО НПО ЛАВОЧКИНА;2019-12-10T11:46:14+0300;"Обязанности:   участвовать в разработке программного обеспечения бортового комплекса управления космических аппаратов, разрабатываемых в рамках научных программ освоения космоса (для примера – космический аппарат «Луна-Глоб», информация о проекте размещена на сайте предприятия).   разработка и выпуск документации;   составление тестов;   написание кода.     проектирование программного обеспечения     Требования: - высшее образование; - опыт работы: от 1 года (рассматриваем и кандидатуры выпускников ВУЗ); - базовый уровень знаний языков «С», «Assembler»; - преимуществом будет:1) владение нотацией графического моделирования UML, BPMN; 2) знание POSIX; 3) опыт работы по ЕСПД, ГОСТ РВ 0019, ГОСТ 51904; 4) опыт работы с ОСРВ.   Условия:  заработная плата – по результатам собеседования место работы: г. Химки, ул. Ленинградская 24 (добираться от м. Речной вокзал, м. Планерная или на электричке до станции «Химки» (далее 10 минут пешком); график работы: полная занятость (40 часов в неделю); испытательный срок 3 месяца. оформление по ТК РФ; медицинское страхование (ДМС). ";высшее образование. - опыт работы: от 1 года (рассматриваем и кандидатуры выпускников ВУЗ). - базовый уровень знаний языков «С», «Assembler». - ;Участвовать в разработке программного обеспечения бортового комплекса управления космических аппаратов, разрабатываемых в рамках научных программ освоения космоса (для примера – космический...;;"  заработная плата – по результатам собеседования место работы: г. Химки, ул. Ленинградская 24 (добираться от м. Речной вокзал, м. Планерная или на электричке до станции «Химки» (далее 10 минут пешком); график работы: полная занятость (40 часов в неделю); испытательный срок 3 месяца. оформление по ТК РФ; медицинское страхование (ДМС). ";379;0.3333333333333333;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
48;92;Программист (высокопроизводительные вычисления);5.0;3.0;ФГУП ГосНИИАС;2019-12-11T13:17:36+0300;О вакансии: Наше подразделение реализует крупные проекты в области технического зрения и машинного обучения. В рамках этих проектов предстоит решать задачи реализации различных алгоритмических процедур на различной вычислительной технике в условиях высоких требований к скорости работы программы. Обязательные требования:  Свободное владение языком программирования C или C++. Опыт работы программистом от 2 лет. Высшее образование.  Обязателен нетривиальный опыт работы по одному из 3 направлений:  Программирование графических процессоров Nvidia или AMD (CUDA, OpenCL). Программирование на ассемблере универсальных процессоров (х86-64, ARM). Программирование на ассемблере сигнальных процессоров любых производителей (Texas Instruments, НТЦ Модуль, НПЦ Элвис).    Приветствуется, если кандидат:  Обладает опытом высокопроизводительной оптимизации кода. Обладает опытом параллельного программирования (OpenMP, MPI, POSIX или любого другого). Имеет навыки в прикладной математике. Обладает опытом программирования на ПЛИС Xilinx (Verilog, SystemVerilog, VHDL, Vivado HLS).  Условия:  Уровень зарплаты - по договоренности, в зависимости от опыта и навыков кандидата. Пятидневная рабочая неделя (для начинающих специалистов - по договоренности). Полностью белая зарплата, работа по трудовой книжке.       ;Свободное владение языком программирования C или C++. Опыт работы <highlighttext>программистом</highlighttext> от 2 лет. Высшее образование. Обязателен нетривиальный опыт работы по...;;"Программирование; C/C++; Ассемблер; Assembler; x86-64; ARM; SSE; Nvidia; CUDA; Оптимизация кода; MPI; OpenMP; Параллельное программирование; OpenCL; AMD; Математика; DSP; Обработка сигналов; Xilinx; Verilog HDL; System Verilog; Vivado HLS";  Уровень зарплаты - по договоренности, в зависимости от опыта и навыков кандидата. Пятидневная рабочая неделя (для начинающих специалистов - по договоренности). Полностью белая зарплата, работа по трудовой книжке.       ;392;0.16666666666666666;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
49;99;DevOps - разработчик ПО;10.0;3.0;Прогматик Лаб;2019-12-10T13:37:41+0300;Senior DevOps Обязанности:  Автоматизация и инфраструктура в среде OpenStack и Kubernetes Самостоятельный анализ задачи, требований, участие в разработке архитектуры, общение с заказчиками  Требования:  Углубленный опыт DevOps в среде OpenStack или Kubernetes с акцентом на разработку, а не администрирование Комфортное владение Линукс как среды для разработки Опыт участия в полном процессе работы с задачей от получения требований до разработки и сдачи заказчику Знание и опыт работы с: Bash, Ansible, Python, Docker, Kubernetes или OpenStack  Условия:  Гибкий график с возможностью частичной работы из дома или полностью удаленной работы ДМС Официальная оплата на уровне лидеров отрасли или выше, в случае активной работы с отличными результатами (указанная зарплата это начальный ориентир для данной позиции) Удобное расположение офиса, центр Москвы, недалеко от метро Белорусская ;Углубленный опыт DevOps в среде OpenStack или Kubernetes с акцентом на разработку, а не администрирование. Комфортное владение Линукс как среды...;Автоматизация и инфраструктура в среде OpenStack и Kubernetes. Самостоятельный анализ задачи, требований, участие в разработке архитектуры, общение с заказчиками.;"Golang; Linux; Ansible; OpenStack; Kubernetes; Python";  Гибкий график с возможностью частичной работы из дома или полностью удаленной работы ДМС Официальная оплата на уровне лидеров отрасли или выше, в случае активной работы с отличными результатами (указанная зарплата это начальный ориентир для данной позиции) Удобное расположение офиса, центр Москвы, недалеко от метро Белорусская ;399;0.3333333333333333;Другие разработчики;1;0;1;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
