;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость; SQL; C#; MS SQL;C++; Python; Oracle Pl/SQL; MS SQL Server;Разработка и сопровождение. Работа в команде над интересным проектом. Использование git, jira, pycharm, webstorm и других инструментов.; Java; PostgreSQL;C#; Git;разработка программного обеспечения для программируемого логического контроллера (PLC), для верхнего уровня (HMI – панели оператора, SCADA – системы). - участие в подготовке документации...;Компания специализируется на разработке и поставках комплексов и систем, предназначенных для определения технического состояния узлов роторного оборудования. Мы используем современные...;Участие в доработке системы в качестве консультанта SAP ABAP. Разработка и поддержка модулей SD, MM, FI, HR, CRM. ;Разработка, отладка и оптимизация программ в рамках проекта. Проведение функционального и интеграционного тестирования совместно с функциональными консультантами. Контроль продуктивного старта...;JavaScript;SQL; Математическое программирование; JavaScript;Другие навыки
157;2;Разработчик в группу распределённой сборки;2.0;3.0;Яндекс;2019-12-12T08:12:35+0300;"Программисты Яндекса создают тысячи коммитов и пулл-реквестов в день. Основная часть кода находится в общем репозитории. Поддерживать огромную кодовую базу и одновременно обеспечивать высокую производительность большого числа разработчиков — это серьёзная задача. Чтобы общий репозиторий использовался максимально эффективно, мы применяем методологию trunk-based development и для любого проекта строим всё необходимое из исходного кода (и это реально большой объём кода). Чтобы сделать это быстро, мы разрабатываем, развиваем и используем собственную эффективную систему распределённой сборки. Система распределённой сборки, которую мы разрабатываем, позволяет использовать нашу систему сборки распределённо на сотнях мощных серверов. Репозиторий быстро растёт и развивается, и система распределённой сборки должна масштабироваться соответственно. Повысить скорость и стабильность — один из вызовов, стоящих перед нами прямо сейчас. Мы работаем над улучшениями в механизме гарантий RAM/CPU для отдельных нод, шедулингом с учётом статистики потребления ресурсов нодами, распределённым кешированием результатов сборки и тестирования, механизмами приоритизации и квотирования, использованием облачных мощностей. Всё это делается, чтобы более аккуратно и правильно распределить нагрузку и увеличить ресурсы кластера. Система распределённой сборки — один из ключевых компонентов Автосборки, за которую мы также отвечаем. Автосборка — это комплекс из нескольких взаимодействующих между собой систем, которые совместно образуют pipeline. Он обеспечивает запуск на каждое изменение кода всех сборок, затронутых изменением, и тестов под несколько платформ. В pipeline планируется сделать множество больших рефакторингов, которые должны заметно ускорить Автосборку. От скорости Автосборки зависит производительность тысяч разработчиков Яндекса. Вам предстоит:  решать интересные алгоритмические и прикладные задачи; участвовать в проектировании наших систем; взаимодействовать со смежными командами и с пользователями.  Вы нам подходите, если вы:  хотите и умеете писать код продуктового качества на C++ и Python; знаете эффективные структуры данных и алгоритмы для работы с большими данными; позитивно мыслите и хотите развиваться.  Плюсом будут:  знание C++; понимание принципов сборки программ из исходного кода; опыт разработки распределённых и высоконагруженных систем.  Что мы предлагаем:  программа релокации для иногородних сотрудников; высокий совокупный доход; премии каждые полгода при успешном прохождении ревью; бесплатный договор ДМС для сотрудников, включающий стоматологию, программы обследований, посещение узких специалистов, вызов врача на дом, экстренную госпитализацию, оформление справок и другие услуги, компенсация 80% стоимости ДМС для членов семьи; оплата питания в кафе, столовых и ресторанах, расположенных в районе офиса; скидки в бассейнах, фитнес-центрах и магазинах; возможность выбора банка обслуживания зарплатной карты; корпоративное обучение, оплата курсов и участия в конференциях; современный хорошо оснащенный офис: кофе-пойнты, массажные кресла, зоны спорта и отдыха, бизнес-версии техники для работы; гибкий рабочий график; парковка. ";;Знание C++. Понимание принципов сборки программ из исходного кода. Опыт разработки распределённых и высоконагруженных систем.;Решать интересные алгоритмические и прикладные задачи. Участвовать в проектировании наших систем. Взаимодействовать со смежными командами и с пользователями.;"Python; PostgreSQL; Linux; ООП; C++";1002;0.0;Другие разработчики;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
158;4;Программист-аналитик;2.0;3.0;Ерохин Иван Николаевич;2019-12-11T06:51:05+0300;"Обязанности:  Поддержка и консультирование пользователей; Сбор требований заказчика (розница, бухгалтерия); Написание тех.заданий; Постановка задач разработчикам; Описание бизнес-процессов, инструкций по программе.  Требования:  Высшее образование; Опыт работы в аналогичной должности от 2х лет; Ответственность; Умение работать в команде.  Условия:  Официальное трудоустройство согласно ТК РФ с первого рабочего дня; Стабильная официальная заработная плата, выплата 2 раза в месяц; График 5/2 с 9.00 до 18.00. ";"  Официальное трудоустройство согласно ТК РФ с первого рабочего дня; Стабильная официальная заработная плата, выплата 2 раза в месяц; График 5/2 с 9.00 до 18.00. ";Высшее образование. Опыт работы в аналогичной должности от 2х лет. Ответственность. Умение работать в команде.;Поддержка и консультирование пользователей. Сбор требований заказчика (розница, бухгалтерия). Написание тех.заданий. Постановка задач <highlighttext>разработчикам</highlighttext>. Описание бизнес-процессов, инструкций по программе.;"Работа в команде; 1С программирование";1004;0.034482758620689655;Другие разработчики;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
159;7;TypeScript разработчик;4.0;4.0;Searchinform;2019-12-11T08:41:52+0300;Компания «Сёрчинформ» – ведущий российский разработчик средств информационной безопасности ищет в свою команду WEB-разработчика. Основные требования к претендентам: ∙ Умение разбираться в чужом коде ∙ Опыт разработки на Vue+TypeScript от года ∙ Понимание основ ООП ∙ Опыт работы с системами контроля версий (Git, SVN) ∙ Навыки использования HTML/CSS/JavaScript ∙ Знание RestApi, WebSocket, Electron, приветствуется ∙ Умение работать в команде и задавать вопросы Преимущества работы в нашей компании: ∙ Работа в команде профессионалов с опытом работы более 5 лет ∙ Оплата всех over-time ∙ Возможность творческого подхода при решении поставленных задач ∙ Бонусы от качественно сделанной работы Условия сотрудничества: ∙ Оплачиваемая стажировка ∙ Официальное оформление      ;;Умение разбираться в чужом коде. ∙ Опыт разработки на Vue+TypeScript от года. ∙ Понимание основ ООП. ∙ Опыт работы с системами контроля версий...;" SQL; C#; MS SQL;C++; Python";"JavaScript; CSS; HTML; ООП; SVN";1007;0.034482758620689655;Другие разработчики;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
160;8;Программист (RS-Banking);2.0;3.0;R-Style Softlab (Эр-Стайл Софтлаб);2019-12-11T11:30:34+0300;"R-Style Softlab — ведущий российский разработчик и интегратор банковского ПО, входящий в международный холдинг Asseco Group, приглашает кандидата на вакансию Программиста. Требуется сотрудник в группу занимающуюся разработкой ПО для автоматизации бухгалтерии, расчетно-кассовой деятельности и межбанковских расчетов крупных коммерческих банков. Задачи:  Разработка новой функциональности по техническому заданию и проектной документации Развитие и поддержка существующей функциональности, рефакторинг кода Работа в команде с самостоятельным решением задач в своей зоне ответственности.  Требования:  Высшее (техническое в сфере ИТ) образование; Наличие знаний и навыков в следующих областях:  знание ЯП С/C++; СУБД (опыт работы с одной из): Oracle, PostgreSQL, MySQL, альтернативные решения; Умение писать SQL-запросы; Владение ПК на уровне администратора (установка и настройка ОС семейства Windows не должна вызывать проблем), опыт работы с виртуальными машинами   Умение грамотно формулировать свои мысли устно и письменно; конструктивно вести разговор; работать в команде. Умение работать с технической документацией.  Рассматриваются студенты последнего курса обучения технических вузов и начинающие специалисты с небольшим опытом работы, с достаточным уровнем знаний для разработки систем автоматизации отчетности, с высокой степенью мотивации. Предусмотрено тестирование, определяющее общий уровень знаний кандидата в ИТ. Условия:  Оформление в соответствии с ТК РФ. Заработная плата официальная: оклад и достойные премии по результатам работы. Добровольное медицинское страхование. Корпоративное обучение. ";  Оформление в соответствии с ТК РФ. Заработная плата официальная: оклад и достойные премии по результатам работы. Добровольное медицинское страхование. Корпоративное обучение. ;Высшее (техническое в сфере ИТ) образование. Наличие знаний и навыков в следующих областях: Знание ЯП С/C++. СУБД (опыт работы...;Разработка новой функциональности по техническому заданию и проектной документации. Развитие и поддержка существующей функциональности, рефакторинг кода. Работа в команде с...;;1008;0.034482758620689655;Другие разработчики;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
161;15;Программист (проект Reporting XBRL);2.0;3.0;R-Style Softlab (Эр-Стайл Софтлаб);2019-12-11T11:30:49+0300;"R-Style Softlab — ведущий российский разработчик и интегратор банковского ПО, входящий в международный холдинг Asseco Group, приглашает кандидата на вакансию Программиста. Требуется сотрудник в группу занимающуюся разработкой веб-приложения по выпуску регламентируемой и оперативной отчётности для крупных коммерческих и государственных банков. Задачи:  Back-end разработка, в том числе интеграции с внешними ИС через API. Front-end разработка (АРМ администратора системы, справочники, режимы работы с таксономиями и с самой отчётностью). Оптимизация алгоритмов загрузки и разбора таксономии, расчёта и контроля XBRL-инстансов. Сопровождение существующего функционала. Работа в команде с самостоятельным решением задач в своей зоне ответственности.  Требования:  Высшее (техническое в сфере ИТ) образование; Наличие знаний и навыков в следующих областях:  знание ЯП высокого уровня, таких как Java, C++, C#; СУБД (опыт работы с одной из): Oracle, PostgreSQL, MySQL, альтернативные решения, умение писать SQL запросы; Владение ПК на уровне администратора (установка и настройка ОС семейства Windows не должна вызывать проблем), опыт работы с виртуальными машинами. Умение грамотно формулировать свои мысли устно и письменно; конструктивно вести разговор.      Рассматриваются кандидатуры студентов последнего курса обучения технических вузов и начинающих специалистов с небольшим опытом работы, с достаточным уровнем знаний для разработки систем автоматизации отчетности, с высокой степенью мотивации. Предусмотрено тестирование, определяющее общий уровень знаний кандидата в ИТ. Условия:  Оформление в соответствии с ТК РФ. Заработная плата официальная: оклад и достойные премии по результатам работы. Добровольное медицинское страхование. Корпоративное обучение. ";  Оформление в соответствии с ТК РФ. Заработная плата официальная: оклад и достойные премии по результатам работы. Добровольное медицинское страхование. Корпоративное обучение. ;Высшее (техническое в сфере ИТ) образование. Наличие знаний и навыков в следующих областях: Знание ЯП высокого уровня, таких как Java...;Back-end разработка, в том числе интеграции с внешними ИС через API. Front-end разработка (АРМ администратора системы, справочники, режимы...;;1015;0.034482758620689655;Другие разработчики;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
162;28;Сильный бекенд разработчик, лидер команды;3.0;5.0;Гришанин Кирилл Олегович;2019-12-10T23:04:06+0300;Вбтек — аутсорсинговое агентство, которое с нуля сделало и поддерживает несколько клиентских и собственных продуктов. Мы небольшая, но очень амбициозная команда, текущая цель которой — вывести созданные продукты на мировой рынок, для чего есть все предпосылки (все продукты с клиентами, платящими клиентами). Мы ищем человека, который хочет и готов быть частью превращения локальной компании в международный стартап. Флагманский продукт компании прогнозирует выручку торговых точек для продуктового ритейла, работает с отечественными федеральными сетями. Прочие проекты тоже большие, но не такие масштабные — их можно обсудить на собеседовании.Мы ищем сильного разработчика на развитие и поддержку нескольких продуктов. Вакансия подойдет тем, кто готов не только писать свой продукт, но и присматривать за младшими коллегами на других проектах. Опытный разработчик в растущий стартап Обязанности:  Проектировать архитектуру системы Участие в разработке проектов: развивать созданные продукты. Разработка технический заданий Выстраивать процесс разработки: анализ исходных требований, уточнение постановленных задач, разработка оптимальных решений, оценка трудоемкости Выполнение code review напарника Организовывать работу команды, помощь коллегам в решении задач Участвовать в спринтах (мы используем scrum like методологию, jira, slack  Требования:  Экспертное знание Python Хорошее знание SQL Хорошее знание стека Django/PostgreSQL/Redis Опыт написания юнит и интеграционных тестов, мы используем TDD Знание Linux на уровне администрирования. Умение работать с Ansible. Уверенная работа в консоли Понимание принципов SOLID, DRY, KISS. Умение применять их на практике. Понимание современных возможностей и технологий, способность подобрать нужные решения Понимание принципов CI/CD Умение разбираться в чужом коде Отсутствие страха перед легаси кодом Умение рефакторить Опыт работы с системами контроля версий, желательно git Английский на уровне чтения документации  Плюсом будет:  Опыт настройки nginx, postfix или exim, PostgreSQL, TeamCity Опыт настройки vagrant и docker Опыт написания функциональных тестов с использованием selenium Опыт управления небольшой командой разработчиков Опыт разработки микро сервисной архитектуры Опыт коммерческой разработки ПО  Личные качества:  Отличная самоорганизация Ответственность и нацеленность на результат Способность к работе в удаленной команде Уметь оценивать объем и сроки работ, а потом делать обещанное вовремя без лишних напоминаний Привычка постоянно пополнять свои знания, хорошо, если у вас есть системный подход к самообучению  Условия:  Удаленная работа в приятном коллективе Разумный минимум бюрократии Сложные и интересные проекты Возможность выбирать инструменты и технологии для развития команды Доля от прибыли продуктов при достижении KPI    Для того, чтобы вас рассмотрели обязательно напишите:  Коротко о своем опыте в коммерческой разработке. OSS проекты, лучшие работы. О самых сложных задачах, которые приходилось решать ;  Удаленная работа в приятном коллективе Разумный минимум бюрократии Сложные и интересные проекты Возможность выбирать инструменты и технологии для развития команды Доля от прибыли продуктов при достижении KPI    Для того, чтобы вас рассмотрели обязательно напишите:  Коротко о своем опыте в коммерческой разработке. OSS проекты, лучшие работы. О самых сложных задачах, которые приходилось решать ;Опыт написания функциональных тестов с использованием selenium. Опыт управления небольшой командой <highlighttext>разработчиков</highlighttext>. Опыт разработки микро сервисной архитектуры. Опыт коммерческой разработки...;Проектировать архитектуру системы. Участие в разработке проектов: развивать созданные продукты. Разработка технический заданий. Выстраивать процесс разработки: анализ исходных требований, уточнение...;"PostgreSQL; Django Framework; Python; Linux; Git; Разработка ПО; Управление разработкой; Vagrant; Docker";1028;0.034482758620689655;Другие разработчики;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
163;34;Главный программист Регионального ЦС;2.0;3.0;Металлинвестбанк;2019-12-10T18:13:51+0300;"Требуемый опыт работы: 1–3 годаПолная занятость, полный деньОбязанности:  Первичное сопровождение ПО - АБС Банка (Диасофт 5NT/FA#), Диасофт Front (Flextera) и другого различного специального ПО. Взаимодействие со службами поддержки ПО. Взаимодействие с пользователями. Обработка заявок в Service Desk. Разработка инструкций и тестирование ПО. Документирование процессов сопровождения.  Требования:  Способность к быстрому обучению и осваиванию функционала сложной системы; Умение составлять простые SQL-запросы; Предпочтительно иметь опыт работы, связанный с обслуживанием и настройкой ПО, с банковским или бухгалтерским учетом Знание ДИАСОФТ 5NT/FA# будет плюсом Знание операционных систем семейства Windows (7\10).  Условия:  5/2 Возможны выходы в нерабочие дни и ночное время, оплачиваются по ТК. ";  5/2 Возможны выходы в нерабочие дни и ночное время, оплачиваются по ТК. ;Способность к быстрому обучению и осваиванию функционала сложной системы. Умение составлять простые SQL-запросы. Предпочтительно иметь опыт работы, связанный с...;Первичное сопровождение ПО - АБС Банка (Диасофт 5NT/FA#), Диасофт Front (Flextera) и другого различного специального ПО. Взаимодействие со службами...;"SQL; Transact-SQL; MS SQL; Helpdesk; Windows 7";1034;0.06896551724137931;Другие разработчики;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
164;35;Руководитель группы разработчиков;2.0;3.0;Аленс;2019-12-10T11:32:09+0300;"            У тебя есть желание руководить командой разработчиков, и вместе с тем, ты сам имеешь опыт в программировании? Значит у тебя есть возможность стать тимлидером в нашем дружном, молодом коллективе. Сейчас мы занимаемся промышленной автоматизацией и системной интеграцией в Восточной Сибири, в связи с открытием филиала в Новосибирске и с расширением сферы деятельности, ищем того, кто возглавит команду разработчиков для реализации интересных ИТ-проектов. Тебя ждут интересные задачи:  ключевая роль в создании проектов; проектирование и внедрение архитектуры программных решений; подбор и управление командой разработки (бэк + фронт + тестирование); согласование и плотное взаимодействие по задачам в проектной команде; развертывание продукта и подбор технических решений; ставить задачи в рамках проекта и контролировать их выполнение; активно взаимодействовать с участниками проекта; нести ответственность за всю техническую сторону проекта.  Ты нам подходишь, если есть:  опыт разработки от 3-х лет; опыт самостоятельного построения архитектуры; опыт управления, умение организовать и оптимизировать процесс разработки; умение прогнозировать трудозатраты по задачам; умение постановки процессов тестирования и поддержки ПО; стремление к разумному перфекционизму в вопросах интерфейсов; хорошие коммуникационные навыки; приветствуется опыт разработки высоконагруженных информационных систем, веб-приложений, приложений для мобильных устройств; так же приветствуется креативность и аналитический склад ума, готовность постоянно улучшать результаты работы; будет отдельным плюсом, если у тебя есть что показать интересное в Google Play, AppStore или в GitHub или еще где-нибудь.  Мы предлагаем:  достойную оплату труда; официальное трудоустройство по ТК; возможность использовать любые полезные современные технологии; возможность оказывать влияние на продукт, вносить свои идеи; премии и бонусы по результатам внедрения проектов.           ";"  достойную оплату труда; официальное трудоустройство по ТК; возможность использовать любые полезные современные технологии; возможность оказывать влияние на продукт, вносить свои идеи; премии и бонусы по результатам внедрения проектов.           ";Опыт разработки от 3-х лет. Опыт самостоятельного построения архитектуры. Опыт управления, умение организовать и оптимизировать процесс разработки. ;Ключевая роль в создании проектов. Проектирование и внедрение архитектуры программных решений. Подбор и управление командой разработки (бэк + фронт +...;"Управление проектами; Teamleading";1035;0.06896551724137931;Другие разработчики;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
165;42;Ведущий разработчик;2.0;3.0;Группа компаний «SWEB GROUP»;2019-12-11T05:42:45+0300;"Приглашаем в нашу команду крутого Ведущего разработчика. О команде. Мы EdTech проект, меняем традиционное образование в сфере охраны труда с помощью технологий. Наша IT-команд растет и развивается, у нас есть продуктовая команда, большая команда по разработке, а также сильная экспертиза в данной области. Наша разработка — обучающая платформа с более 200 различных обучающих курсов. Это уникальный продукт для нашего рынка. Под капотом. Наш продукт состоит из двух направлений - технического и методического, мы и разрабатываем специализированную техническую платформу и образовательные материалы. На каждой направление у нас есть свой проджект менеджер. Мы профи как в ИТ сфере, так и в области создания методических материалов. Делимся тем, с чем мы работаем здесь: proffstandart.pro. Что нужно будет делать:  Помощь в разработке web-сервиса; Ревью кода, наставничество; Развитие команды разработчиков; Коммуникация с продуктовой командой; Работа по технологиям Scrum/Kanban в Youtrack.  Для нас важны:  Отличные навыки программирования на Python; Опыт работы с Flask / Vue, react или angular; Опыт работы с базами данных (MySQL, PgSQL и т.д.); Опыт работы в коммерческих проектах и наличие портфолио; Опыт работы ведущим разработчиком не менее 3-х лет; Общее видение и понимание архитектуры проекта;  Наши достижения: - Слаженная многоплановая команда, способная решать любые задачи; - Уникальная обучающая платформа для нашего рынка; - NPS (удовлетворенность пользователей) продуктом 93%; - Более 1000 заявок и более 600 клиентов с мая 2019 года. Мы предлагаем:  Работу над интересным проектом; Конкурентоспособную заработную плату; Гибкий график работы(либо в офисе, либо удаленно по выбору сотрудника); Разноплановые задачи; Молодой дружный коллектив.​​​​​​ ";"  Работу над интересным проектом; Конкурентоспособную заработную плату; Гибкий график работы(либо в офисе, либо удаленно по выбору сотрудника); Разноплановые задачи; Молодой дружный коллектив.​​​​​​ ";Опыт работы в коммерческих проектах и наличие портфолио. Опыт работы ведущим <highlighttext>разработчиком</highlighttext> не менее 3-х лет. Общее видение и...;Помощь в разработке web-сервиса. Ревью кода, наставничество. Развитие команды <highlighttext>разработчиков</highlighttext>. Коммуникация с продуктовой командой. Работа по технологиям Scrum/Kanban...;"Python; MySQL; Scrum; ООП; Teamleading; Flask; Vue; react; angular; Django Framework; CSS; HTML5; REST; Git; JavaScript";1042;0.034482758620689655;Другие разработчики;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
166;44;Программист SAP ABAP;2.0;3.0;Мегаполис;2019-12-10T16:16:15+0300;"ГК МЕГАПОЛИС – группа компаний, владеющая и управляющая активами в сфере логистики и дистрибуции товаров повседневного спроса (FMCG): табачная и пивобезалкогольная продукция, бакалейные товары, зажигалки, элементы питания, контрацептивы, энергетики, OTP (сигары, сигариллы, табаки). В настоящее время ГК МЕГАПОЛИС обладает крупнейшим портфелем контрактов, включая контракты на дистрибуцию в РФ:  Табачной продукции с производителями Japan Tobacco International, Philip Morris International, Imperial Tobacco Group; Дистрибьюторские контракты с производителями чая и кофе – Milagro Food и M.J.F. Teas (Dilmah); Дистрибьюторский контракт с производителем энергетических напитков Red Bull GmbH (Red Bull, Bullit).  В компании на данный момент открыта позиция Программист SAP ABAP. Задачи для Вас:  Участие в доработке системы в качестве консультанта SAP ABAP Разработка и поддержка модулей SD, MM, FI, HR, CRM Разработка отчетных форм Анализ и оптимизация производительности Решение вопросов интеграции с другими системами Взаимодействие с консультантами.  От Вас мы желаем видеть:  Опыт разработки ABAP от года Опыт интеграции с внешними системами (ALE, RFC, DB-Link) Знание SQL Печатные формы:  PDF Word/Excel   Расширения:  User-exit Badi Enhancements   Sap Enjoy Control:  ALV-grid ALV-tree   Технологии:  Batch input IDOC BAPI   Опыт оптимизации кода  Мы предлагаем:  Профессиональное развитие в федеральной компании с развитой региональной сетью Полностью белая заработная плата Уровень заработной платы обсуждается на финальном этапе интервью Удаленная занятость Полный рабочий день 5/2 ";  Профессиональное развитие в федеральной компании с развитой региональной сетью Полностью белая заработная плата Уровень заработной платы обсуждается на финальном этапе интервью Удаленная занятость Полный рабочий день 5/2 ;Опыт разработки ABAP от года. Опыт интеграции с внешними системами (ALE, RFC, DB-Link). Знание SQL. Печатные формы: PDF. ;Участие в доработке системы в качестве консультанта SAP ABAP. Разработка и поддержка модулей SD, MM, FI, HR, CRM. ;"SAP; ABAP";1044;0.06896551724137931;Другие разработчики;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
167;48;Системный программист Linux;3.0;5.0;UserGate;2019-12-10T01:56:52+0300;"Требуется сотрудник в Компанию UserGate – одному из ведущих российских вендоров в области сетевой информационной безопасности требуется программист для разработки системного и прикладного ПО для Linux систем в области информационной безопасности. В том числе рассматриваем резюме студентов старших курсов (начиная с 4-го), желающим стать высококвалифицированными разработчиками под Linux. Для студентов и аспирантов предусматривается гибкий график работы, позволяющий совмещать работу и учебу.   Требования:  Опыт разработки на C от 2 лет; Умение тестировать код, опыт написания автоматических тестов; Знание сетевых технологий и протоколов, понимание принципов конфигурирования локальных сетей (TCP/IP, маршрутизация, proxy, firewall); Навыки программирования на скриптовых языках (Python, perl, bash и т.п.); Английский язык: чтение технической документации.  Желательно:  Опыт модификации ядра Linux; Опыт работы с одной из платформ ARM, MIPS; Опыт reverse engineering. Опыт разработки на С++; Опыт написания модулей ядра ОС Linux; Знакомство с хардварными отладчиками типа JTAG; Опыт работы с ПЛИС/FPGA.  Должностные обязанности:  Разработка системного и прикладного ПО для систем в области информационной безопасности; Исследование и выбор технологий, отладка и поддержка существующего кода; Разработка и поддержка тестовых стендов.  Условия работы:  Офис расположен в г. Новосибирск, Академгородок, ЦИТ Технопарка Работа в растущей команде, с людьми, знающими и любящими свое дело Трудоустройство полностью согласно ТК РФ Испытательный срок 3 месяца Занятость на полный рабочий день ";;Опыт разработки на C от 2 лет. Умение тестировать код, опыт написания автоматических тестов. Знание сетевых технологий и протоколов, понимание...;Разработка системного и прикладного ПО для систем в области информационной безопасности. Исследование и выбор технологий, отладка и поддержка существующего кода. ;;1048;0.06896551724137931;Другие разработчики;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
