;Index;name;min_salary;max_salary;company;published_at;description;requirement;responsibility;key_skills;conditions;id;days;group;city_Екатеринбург;city_Новосибирск;city_Санкт-Петербург;min_experience_0;min_experience_1;min_experience_3;min_experience_6;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;1С программирование; 1С программирование; 1С: Предприятие 8; 1С: Зарплата и управление персоналом; 1С: Управление Торговлей; 1С: Бухгалтерия; 1С: Управление Производственным Предприятием; 1С: Документооборот; 1С: Комплексная автоматизация; ERP-системы на базе 1С; SQL; Обновление конфигурации 1С; 1С: Розница; CSS;1С: Зарплата и управление персоналом;1С: Предприятие 8;1С: Бухгалтерия; Создание конфигурации 1С; 1C: Бухгалтерия; jQuery;Другие навыки
113;76;Программист 1С;3.0;3.0;Уральская горно-металлургическая компания;2019-11-25T10:07:07+0300;"УГМК-Телеком, входящий в состав УГМК-Холдинга, предоставляет телекоммуникационные услуги и решения по системной интеграции более чем в 20 населенных пунктах Урала, Сибири, Башкирии и Центральной России. За годы успешной работы компанией разработаны эффективные бизнес-процессы, позволяющие сочетать динамичное развитие и стабильность основных направлений в области информационных технологий, автоматизированных систем управления, интегрированных систем. Компания УГМК-Телеком в связи с расширением штата открывает конкурс на вакансию Программиста 1С Обязанности:  Программирование в системе 1С 8.3 Доработка существующих конфигураций, созданных на платформах 1С: Предприятие 8.3 Автоматизация и администрирование на базе 1 С: Предприятие 8.3 Тестирование и внедрение технических решений  Требования:  Высшее техническое образование; Опыт работы с конфигурациями (УПП, Документооборот) Знание языка программирования 1С Знание бухгалтерского учета; Опыт программирования 1С 8- от 2-х лет; Опыт написания механизмов обмена данными между различными конфигурациями, написание внешних - отчетов и обработок.    Условия:  Интересные, амбициозные задачи, возможность профессионального развития Уровень заработной платы обсуждается на собеседовании Официальное трудоустройство, полный соц. пакет Место работы В. Пышма ";Высшее техническое образование. Опыт работы с конфигурациями (УПП, Документооборот). Знание языка программирования 1С. Знание бухгалтерского учета. Опыт программирования 1...;Программирование в системе 1С 8.3. Доработка существующих конфигураций, созданных на платформах 1С: Предприятие 8.3. ;"Системное мышление; 1С программирование; 1С: Предприятие; Обновление конфигурации 1С";  Интересные, амбициозные задачи, возможность профессионального развития Уровень заработной платы обсуждается на собеседовании Официальное трудоустройство, полный соц. пакет Место работы В. Пышма ;776;0.5862068965517241;1C;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
114;83;Программист 1С;3.0;3.0;Стройэнергохолдинг;2019-11-25T13:29:00+0300;Обязанности:  Доработка типовых конфигураций 1С Бухгалтерия, Управление торговлей поиск и исправление ошибок в существующем программном коде администрирование 1С написание отчетов и обработок, умение разбираться в чужом коде поддержка пользователей решение проблемных вопросов  Требования:  опыт программирования в 1С8 не менее 3-х лет профессиональное знание архитектуры 1С8 опыт написания своих подсистем и конфигураций знание основ бухгалтерского учета знание типовых конфигураций наличие сертификата 1С: Специалист МS SQL  Условия:  график 5/2 трудоустройство согласно ТК РФ место работы: ул. Кузнечная уровень заработной платы обсуждается на собеседовании ;Опыт программирования в 1С8 не менее 3-х лет. Профессиональное знание архитектуры 1С8. Опыт написания своих...;Доработка типовых конфигураций 1С Бухгалтерия, Управление торговлей. Поиск и исправление ошибок в существующем программном коде. Администрирование 1С. ;"1С: Бухгалтерия; 1С: Управление Торговлей; 1С: Зарплата и управление персоналом; 1С программирование; 1С: Предприятие 8";  график 5/2 трудоустройство согласно ТК РФ место работы: ул. Кузнечная уровень заработной платы обсуждается на собеседовании ;783;0.5862068965517241;1C;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
115;87;Программист 1С;3.0;3.0;Газпромбанк;2019-11-24T00:56:07+0300;"Обязанности:  Участие в разработке и внедрении новой АС Банка на платформе 1С (новый web-сервис для клиентов Банка); Участие в разработке и сопровождении автоматизированной банковской системы на базе 1С:Документооборот; Планирование развития логики программы 1С с учетом потребностей Банка; Проектирование и реализация решений в части интеграции с другими АС Банка; Проведение первичного тестирования выполненных доработок автоматизированных систем перед передачей на приемку; Подготовка выполненных доработок (исправлений) автоматизированных систем для установки на тестовый или промышленный стенд; Мониторинг производительности разработанных программных продуктов, решение задач и принятие соответствующих мер в целях повышения производительности; Выполнение функций 3-линии поддержки при сопровождении разработанных и внедренных автоматизированных систем на 1С, обеспечение технической поддержки пользователей, сотрудников Банка по вопросам, связанных с эксплуатацией программных продуктов; Взаимодействие с различными структурными подразделениями Банка для решения задач.  Требования:  Высшее образование; Стаж работы по требуемому направлению от 3-х лет; Опыт программирования в 1С 8.3 не менее 3-х лет; Опыт анализа, оценки и оптимизации производительности системы; Опыт работы в проектах, требующих интеграции 1С с внешними системами; Опыт работы с JSON,XML, XSD; Желателен опыт работы разработки или применения HTTP-сервисов, понимание RESTful архитектуры; Желателен опыт разработки на Javascript; опыт работы с PostgreSQL; Умение разбираться в чужом коде; Способность работать в команде; Стрессоустойчивость; Способность к анализу, сертификации, систематизации; Инициативность.  Условия:  Работа в подразделении входящем в состав Головного офиса Банка; Работа в одном из крупнейших банков РФ (ТОП - 3); Оформление в соответствии с ТК РФ; Достойный уровень оплаты труда; Расширенный социальный пакет; Предоставление полиса ДМС. ";Высшее образование. Стаж работы по требуемому направлению от 3-х лет. Опыт программирования в 1С 8.3 не менее...;Участие в разработке и внедрении новой АС Банка на платформе 1С (новый web-сервис для клиентов Банка). ;"XML; JSON; Проведение тестирований; Cистемы управления базами данных; MS Visual Basic";"  Работа в подразделении входящем в состав Головного офиса Банка; Работа в одном из крупнейших банков РФ (ТОП - 3); Оформление в соответствии с ТК РФ; Достойный уровень оплаты труда; Расширенный социальный пакет; Предоставление полиса ДМС. ";787;0.6206896551724138;1C;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
116;90;Программист 1С ERP;3.0;3.0;Уральский завод гражданской авиации;2019-11-23T09:56:37+0300;"АО «Уральский завод гражданской авиации» приглашает кандидатов принять участие в конкурсе на вакансию «Программист 1С ERP»  Требования:  высшее образование (техническое, ИТ); опыт работы с 1С 8.2, 8.3, Бухгалтерия и ЗУП, 1С:ERP; опыт работы программистом 1С от 5 лет; опыт поддержки 1С и самостоятельной разработки\ доработки модулей; ответственность, исполнительность, пунктуальность, коммуникабельность.  Обязанности:  разработка, администрирование и сопровождение систем 1С; оптимизация работы 1С, создание отчетов и доработок; обновление конфигураций, доработка под задачи пользователей; организация обмена данными между 1С и другим программным обеспечением; консультация и поддержка пользователей.  Условия:  работа на крупном развивающемся предприятии; официальное трудоустройство в соответствии с ТК РФ; достойная заработная плата (на время испытательного срока 80 000 руб., после 100 000 руб.); расширенный соц. пакет, полис ДМС; обучение, повышение квалификации и карьерный рост; корпоративные мероприятия (праздники в формате активного отдыха на горнолыжных базах, туристические слеты, концертные мероприятия, детские праздники для сотрудников с детьми); спортивные секции (бассейн, волейбол, футбол, хоккей, парашютная секция, фитнес-клуб на корпоративных условиях) и соревнования (по футболу, настольному теннису, боулингу, бильярду и др.); возможность изучения английского языка и различные личностные тренинги; ведомственный детский сад; район работы г. Екатеринбург, БЦ Арена; график работы: 5/2 с 08.00 до 17.00. ";Опыт работы с 1С 8.2, 8.3, Бухгалтерия и ЗУП, 1С:ERP. Опыт работы <highlighttext>программистом</highlighttext> 1С...;Разработка, администрирование и сопровождение систем 1С. Оптимизация работы 1С, создание отчетов и доработок. Обновление конфигураций, доработка под задачи...;"1С программирование; 1С программирование; 1С: Предприятие 8; 1С: Зарплата и управление персоналом; 1С: Управление Торговлей";"  работа на крупном развивающемся предприятии; официальное трудоустройство в соответствии с ТК РФ; достойная заработная плата (на время испытательного срока 80 000 руб., после 100 000 руб.); расширенный соц. пакет, полис ДМС; обучение, повышение квалификации и карьерный рост; корпоративные мероприятия (праздники в формате активного отдыха на горнолыжных базах, туристические слеты, концертные мероприятия, детские праздники для сотрудников с детьми); спортивные секции (бассейн, волейбол, футбол, хоккей, парашютная секция, фитнес-клуб на корпоративных условиях) и соревнования (по футболу, настольному теннису, боулингу, бильярду и др.); возможность изучения английского языка и различные личностные тренинги; ведомственный детский сад; район работы г. Екатеринбург, БЦ Арена; график работы: 5/2 с 08.00 до 17.00. ";790;0.6551724137931034;1C;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
117;93;Программист 1С;3.0;3.0;Европроект Групп;2019-11-22T15:33:17+0300;"Крупная торговая компания, специализирующаяся на поставках автосервисного оборудования, инструмента и расходных материалов для профессионального кузовного ремонта. Обязанности:  Разработка и поддержка программных продуктов на базе «1С Предприятие 8.2/8.3» в конфигурациях УТ 10.3, Бухгалтерия 3.0, ЗУП 3.1; Разработка / доработка отчетов в СКД; Написание правил в «Конвертация Данных 2.0»; Консультация пользователей (работа в системе заявок helpdesk)  Требования:  Высшее профильное образование; Опыт работы в аналогичной должности от 3-х лет; Опыт разработки в конфигурациях: УТ 10.3; Знание конфигураций УТ 10.3, Бухгалтерия 3.0, ЗУП 3.1; Знание механизмов СКД; Умение писать в «Конвертация Данных 2.0».  Условия:  Пятидневная рабочая неделя: 9.00-18.00; Белая заработная плата! Обсуждается!!; Официальное оформление по ТК; Соблюдение ТК РФ (отпуска‚ больничные и т.д.); Офис: Екатеринбург, Железнодорожный район, ул. Кислородная. ";Высшее профильное образование. Опыт работы в аналогичной должности от 3-х лет. Опыт разработки в конфигурациях: УТ 10.3. ;Разработка и поддержка программных продуктов на базе «1С Предприятие 8.2/8.3» в конфигурациях УТ 10.3, Бухгалтерия...;"1С программирование; 1С программирование; 1С: Предприятие 8; 1С: Зарплата и управление персоналом; 1С: Управление Торговлей";"  Пятидневная рабочая неделя: 9.00-18.00; Белая заработная плата! Обсуждается!!; Официальное оформление по ТК; Соблюдение ТК РФ (отпуска‚ больничные и т.д.); Офис: Екатеринбург, Железнодорожный район, ул. Кислородная. ";793;0.6896551724137931;1C;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
118;94;Программист 1С;3.0;2.0;Корпорация Пумори;2019-11-21T06:46:14+0300;В группу компаний Корпорация Пумори требуется программист 1С с опытом сопровождения баз на платформе 1С Предприятие 8   Обязанности: Сопровождение баз 1С 8:  консультирование пользователей по работе существующего функционала обновление типового функционала внесение изменений в существующие объекты конфигурации разработка и создание нового функционала конфигурации  Требования:  Высшее или Среднее профессиональное образование (ИТ-специальности) Знание языка программирования 1С Предприятие 8 Опыт работы программистом 1С от 2 лет Отличное знание языка запросов, умение строить сложные запросы Отличное понимание работы регистров, умение спроектировать набор и состав регистров, необходимых для решения задачи Знание основ бухгалтерского учета Коммуникабельность, исполнительность, внимательность, умение терпеливо и вежливо консультировать пользователей различного уровня знания 1С и владения ПК  Условия:  Полный рабочий день Возможность получения обширного опыта по использованию прикладного программного обеспечения Доставка автобусом от ст. метро Чкаловская ;Знание языка программирования 1С Предприятие 8. Опыт работы <highlighttext>программистом</highlighttext> 1С от 2 лет. Отличное знание языка запросов, умение...;Консультирование пользователей по работе существующего функционала. Обновление типового функционала. Внесение изменений в существующие объекты конфигурации. Разработка и создание нового функционала...;"1С программирование; 1С программирование; 1С: Предприятие 8; 1С: Зарплата и управление персоналом; 1С: Управление Торговлей";  Полный рабочий день Возможность получения обширного опыта по использованию прикладного программного обеспечения Доставка автобусом от ст. метро Чкаловская ;794;0.7241379310344828;1C;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
119;99;Программист 1С ЗУП [id 12022];3.0;3.0;Газпром нефть;2019-11-20T07:53:06+0300;В настоящий момент открыта позиция Программист 1С ЗУП в Управлении 1С ЗУП Дочерней компании ПАО Газпром нефть. Обязанности:  участие в проекте по переходу на ЗУП КОРП (ред. 3.1) поддержка решения на базе конфигурации ЗУП КОРП (ред. 2.5) исправление ошибок, выявленных пользователями и консультантами разработка и исправление в «Конвертации данных 2» правил обмена между ЗУП КОРП и другими системами (УПП, БП 3.0, ERP 2) создание и доработка веб-сервисов.  Особенности работы:  разработка ведётся по техническим заданиям, конкретизированным до объектов метаданных используется хранилище конфигурации общение с конечными пользователями не практикуется  Требования:  высшее техническое (экономическое) образование знание типового функционала конфигурации 1С: ЗУП 8 (ред. 2.5 и/или 3.х) опыт написания сложных запросов и разработки сложных отчетов с использованием СКД опыт разработки правил обмена в «Конвертации данных 2» знание основ кадрового учёта, методологии расчёта заработной платы, начисления налогов.  Будет плюсом:  наличие сертификатов Профессионал, Специалист по конфигурации 1С: ЗУП.  Мы предлагаем:  работу в стабильной, динамично развивающейся компании перспективу профессионального роста, возможность обучения ДМС, страхование жизни уровень заработной платы обсуждаем по итогам собеседования.   ;Высшее техническое (экономическое) образование. Знание типового функционала конфигурации 1С: ЗУП 8 (ред. 2.5 и/или 3.х). ;Участие в проекте по переходу на ЗУП КОРП (ред. 3.1). Поддержка решения на базе конфигурации ЗУП КОРП (ред. ;"1С: Зарплата и управление персоналом; 1С ЗУП; 1С: Предприятие 8";  работу в стабильной, динамично развивающейся компании перспективу профессионального роста, возможность обучения ДМС, страхование жизни уровень заработной платы обсуждаем по итогам собеседования.   ;799;0.7586206896551724;1C;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
120;15;Программист 1С;3.0;3.0;Брокеркредитсервис;2019-12-10T05:19:32+0300;"У нас в штате несколько десятков разработчиков 1С и количество новых задач постоянно растет. В связи с этим мы регулярно расширяемся и приглашаем Вас присоединиться к команде профессионалов в области разработки приложений на платформе 1С. Ключевые члены команды – высококлассные специалисты, имеющие за плечами большой опыт работы с платформой. Наши сотрудники всегда готовы поделиться опытом и прийти на помощь коллегам. Участники команд регулярно бывают на конференциях по платформе 1С, в том числе Infostart Event. После посещения конференций сотрудники делятся полученными знаниями и успешно их применяют. Задачи:  создание, развитие и сопровождение систем компании на базе 1С:Предприятие 8.3 + MSSQL.  Требования:  опыт разработки и сопровождения решений на платформе 1С 8.Х; высшее техническое образование.  Мы предлагаем:  конкурентный уровень заработной платы (обсуждается по итогам собеседования); оформление согласно ТК РФ; гибкий график работы; возможности профессионального и личного роста; льготное приобретение фитнеса в компании Фитнес клуб Европа; X-FIT; обучение английскому языку со скидкой прямо в офисе и дистанционно; иногородним предусмотрена финансовая помощь при переезде и аренда жилья на первые 3 месяца. ";Опыт разработки и сопровождения решений на платформе 1С 8.Х. Высшее техническое образование.;Создание, развитие и сопровождение систем компании на базе 1С:Предприятие 8.3 + MSSQL.;1С: Предприятие 8;"  конкурентный уровень заработной платы (обсуждается по итогам собеседования); оформление согласно ТК РФ; гибкий график работы; возможности профессионального и личного роста; льготное приобретение фитнеса в компании Фитнес клуб Европа; X-FIT; обучение английскому языку со скидкой прямо в офисе и дистанционно; иногородним предусмотрена финансовая помощь при переезде и аренда жилья на первые 3 месяца. ";815;0.06896551724137931;1C;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
121;23;Программист 1С;3.0;3.0;РобоФинанс;2019-12-09T06:55:52+0300;"  Robocash Group - международный fintech-холдинг, успешно развивающийся в Европе и Азии с 2013 года и специализирующийся на частных инвестициях и потребительском кредитовании (как в режиме онлайн, так и в автономном режиме). Компании нашей группы запущены и успешно работают в 8 странах мира (Россия, Казахстан, Испания, Латвия, Филиппины, Индонезия, Вьетнам, Индия). Мы постоянно расширяем географию нашего присутствия, выходим на новые рынки, ставим перед собой новые амбициозные задачи. На данный момент готовы рассмотреть в нашу команду Программиста 1С.   Задачи:  Консультирование и обучение пользователей по работе в программе 1С Составление технических заданий Тестирование разработок Разработка отчетов и обработок на основе анализа требований пользователей Формирование инструкций для пользователей    Наши ожидания:  Знание РСБУ (знание МСФО будет являться преимуществом) Уверенный пользователь 1С Бухгалтерии 3.0 Знание английского языка - как преимущество  Мы предлагаем:   Работу в комфортном, просторном офисе в Центральном районе;   Уютные рабочие места, современные компьютеры (как минимум два монитора твои);   Молодой, профессионально сильный коллектив и адекватное руководство. Ты развиваешься и растешь вместе с командой;   Все белым-бело. Никаких конвертов. Больничные, отпуска, ну в общем все как обычно в серьезных компаниях;   Комфортный график работы для тех, кто любит поспать;   Мы уделяем внимание здоровью. У нас действует программа ДМС со стоматологией;   Вкусняшки в ассортименте: печеньки, фрукты, хороший кофе.   Возможность посидеть в массажном кресле в перерывах и вечером.  ";Знание РСБУ (знание МСФО будет являться преимуществом). Уверенный пользователь 1С Бухгалтерии 3.0. Знание английского языка - как преимущество.;Консультирование и обучение пользователей по работе в программе 1С. Составление технических заданий. Тестирование разработок. Разработка отчетов и обработок на...;"1С программирование; 1С программирование; 1С: Предприятие 8; 1С: Зарплата и управление персоналом; 1С: Управление Торговлей";"   Работу в комфортном, просторном офисе в Центральном районе;   Уютные рабочие места, современные компьютеры (как минимум два монитора твои);   Молодой, профессионально сильный коллектив и адекватное руководство. Ты развиваешься и растешь вместе с командой;   Все белым-бело. Никаких конвертов. Больничные, отпуска, ну в общем все как обычно в серьезных компаниях;   Комфортный график работы для тех, кто любит поспать;   Мы уделяем внимание здоровью. У нас действует программа ДМС со стоматологией;   Вкусняшки в ассортименте: печеньки, фрукты, хороший кофе.   Возможность посидеть в массажном кресле в перерывах и вечером.  ";823;0.10344827586206896;1C;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
122;26;Ведущий программист 1С;3.0;3.0;Горводоканал, МУП г.Новосибирска;2019-12-06T12:53:26+0300;"Открыт конкурс на вакансию Ведущий программист 1С, который хочет развиваться, которому интересны сложные и нестандартные задачи, который хочет работать в крупной, стабильной компании и мечтает работать с профессионалами плечом к плечу.  Задачи:  разработка и доработка конфигурации под задачи предприятия; сопровождение подсистем на базе 1С УПП; поддержка работоспособности информационной системы; участие в постановке задач (составление ТЗ); написаине отчетов и обработок; консультация пользователей; отладка и тестирование уже существующих и разработанных задач.  Требования:  высшее техническое образование; опыт программирования в 1С 8; опыт разработки и сопровождения конфигураций на 1С в крупных компаниях; уверенное знание предметных областей: документооборот, бухгалтерский учет, управленческий учет; знание конфигураций 1С УПП; умение работать в команде, клиентоориентированность.  Условия:  социально ответственный и надежный работодатель; стабильный белый доход и гибкая система премирования; размер заработной платы обсуждается с итоговым кандидатом; возможность профессионального и карьерного роста; хороший коллектив, готовый помочь и грамотный руководитель; полный рабочий день с 8.00 до 17.00, ПН-ПТ; место работы: ул. Революции (тихий центр города); социальный пакет, медицинская страховка за счет работодателя; обучение, повышение квалификации за счет работодателя. ";Высшее техническое образование. Опыт программирования в 1С 8. Опыт разработки и сопровождения конфигураций на 1С в крупных компаниях. ;Разработка и доработка конфигурации под задачи предприятия. Сопровождение подсистем на базе 1С УПП. Поддержка работоспособности информационной системы. ;"1С: Бухгалтерия; 1С программирование; Бухгалтерская отчетность; Бухгалтерский учет; 1С: Управление Производственным Предприятием";"  социально ответственный и надежный работодатель; стабильный белый доход и гибкая система премирования; размер заработной платы обсуждается с итоговым кандидатом; возможность профессионального и карьерного роста; хороший коллектив, готовый помочь и грамотный руководитель; полный рабочий день с 8.00 до 17.00, ПН-ПТ; место работы: ул. Революции (тихий центр города); социальный пакет, медицинская страховка за счет работодателя; обучение, повышение квалификации за счет работодателя. ";826;0.20689655172413793;1C;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
123;27;Программист 1С (Удаленная работа);3.0;3.0;Консалтинговый Центр «Вакансия Плюс»;2019-12-06T06:15:37+0300;"Компания-производитель лабораторного оборудования для анализа керна и пропантов, предоставляющая услуги по разработке и изготовлению нестандартного лабораторного оборудования для нужд нефтяной промышленности, на временный Проект по внедрению документооборота требуется Инженер-программист 1С. Обязанности:   Автоматизация документооборота 2-х юр.лиц на базе продукта «1С Документооборот Корп»;   Учет документов для решения задач управления, взаимодействия с внутренним и внешним окружением;   Автоматизация отправки, согласования и хранения документов.   Требования:   Опыт программирования 1С от 3х лет;   Доработка типовых и нетиповых конфигураций 1С;   Опыт внедрения проектов 1С Документооборот;   Аналитический склад ума, коммуникативные навыки;   Условия:   Удаленная работа;   Периодическое очное присутствие на территории компании (Академгородок) для сбора, обсуждения требований и демонстрации результата.  Оплата по договоренности (по достижению ключевых точек проекта или в целом за проект). ";Опыт программирования 1С от 3х лет. Доработка типовых и нетиповых конфигураций 1С. Опыт внедрения проектов 1С...;...нефтяной промышленности, на временный Проект по внедрению документооборота требуется Инженер-<highlighttext>программист</highlighttext> 1С. Обязанности: Автоматизация документооборота 2-х юр.лиц на...;"1С программирование; 1С: Документооборот; 1С: Предприятие 8; 1С: Управление Торговлей";"   Удаленная работа;   Периодическое очное присутствие на территории компании (Академгородок) для сбора, обсуждения требований и демонстрации результата.  Оплата по договоренности (по достижению ключевых точек проекта или в целом за проект). ";827;0.20689655172413793;1C;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
124;33;Программист 1 С;2.0;3.0;People group, центр подбора и развития персонала;2019-11-28T10:51:49+0300;В крупную производственную компанию требуется - Программист 1С. Обязанности:  поддержка и доработка базы 1С конфигурация УПП 1 С 8.3 комплексная автоматизация ( 1 С -Рарус)  Требования:  опыт работы в данном направлении ответственность исполнительность  Условия:  официальное трудоустройство ( вся белая заработная плата) график работы с 8:00 до 17:00 стабильность рабочее место метро пл .Калинина заработная плата окончательно обсуждается на собеседовании в зависимоти от профессионалных качеств ;Опыт работы в данном направлении. Ответственность. Исполнительность.;Поддержка и доработка базы 1С. Конфигурация УПП 1 С 8.3. Комплексная автоматизация ( 1 С -Рарус).;"1С: Управление Производственным Предприятием; 1С программирование; 1С: Документооборот; 1С: Розница; 1С-Рарус";  официальное трудоустройство ( вся белая заработная плата) график работы с 8:00 до 17:00 стабильность рабочее место метро пл .Калинина заработная плата окончательно обсуждается на собеседовании в зависимоти от профессионалных качеств ;833;0.4827586206896552;1C;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
125;39;Программист 1С;2.0;3.0;ТРАСКО;2019-12-10T09:42:33+0300;Транспортно-экспедиционная компания ТРАСКО открывает вакансию Программист 1С. Мы будем рады видеть на этой позиции специалиста с опытом работы на аналогичной должности от 2 лет, готового к дополнительному обучению в процессе работы и расширению профессиональных навыков, обладающего такими качествами как ответственность, самостоятельность, умение общаться с пользователями и работать в многозадачном режиме, настроенного на долгосрочную работу в компании. Компания предлагает хорошие условия по заработной плате, социальные гарантии в полном объеме в соответствии с ТК РФ, возможность карьерного роста.   Обязанности:  Доработка конфигураций на платформе 1С (8.2 и 8.3) в соответствии с требованиями аналитиков (на основании ФТЗ). Документирование доработок в соответствии с внутренними стандартами компании. Анализ выявленных ошибок в конфигурациях 1С.    Требования:  Знание типовых конфигураций БП, ЗУП, БСП, ДО (как преимущество). Работы с нестандартными конфигурациями 1С на платформе 8.2 и 8.3. Опыт работы с управляемыми формами не менее 1 года. Опыт программирования. Наличие сертификатов 1С является существенным преимуществом.    Условия:  Заработная плата полностью «белая» обсуждается индивидуально (от 70000р., предложение делается по результатам собеседования). График работы: 5/2 с 9.00 до 18.00. (удалённая работа). Оформление по ТК РФ, все соц. гарантии. Предоставляется ДМС.   ;Знание типовых конфигураций БП, ЗУП, БСП, ДО (как преимущество). Работы с нестандартными конфигурациями 1С на платформе 8.2 и...;Доработка конфигураций на платформе 1С (8.2 и 8.3) в соответствии с требованиями аналитиков (на основании ФТЗ). ;"1С программирование; 1С программирование; 1С: Предприятие 8; 1С: Зарплата и управление персоналом; 1С: Управление Торговлей";  Заработная плата полностью «белая» обсуждается индивидуально (от 70000р., предложение делается по результатам собеседования). График работы: 5/2 с 9.00 до 18.00. (удалённая работа). Оформление по ТК РФ, все соц. гарантии. Предоставляется ДМС.   ;839;0.06896551724137931;1C;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
